title,type,source,theme,date,body,link
"Andaman Sea: As movements from Myanmar and Bangladesh resume, safe routes are needed to avoid another crisis",News and Press Release,MMC,Protection and Human Rights,22 Aug 2022,"By Hanh Nguyen, Themba Lewis, On 24 May 2022, at least 17 Rohingya refugees were killed after their boat capsized in bad weather off the Myanmar coast. Children drowned. The victims were among some 90 Rohingya on board who were attempting to leave Sittwe – the capital of Rakhine state in Myanmar – for Malaysia. The number of journeys had fallen significantly early in the COVID-19 pandemic but have resumed in recent months, and these deaths are a tragic justification of increasing concerns for those taking the sea journey to Malaysia., Observers fear that countries including Bangladesh, Thailand, Indonesia, and Malaysia, are taking harsher measures to cope with the “irregular” movements of people. Hundreds of Rohingya have been intercepted in Myanmar and Bangladesh while many others have been arrested elsewhere en route to Malaysia. These events, despite happening on a smaller scale, mirror the movements and responses around the Andaman Sea crisis of 2015 as authorities continue criminalizing refugees and the seeking of protection from persecution., Mixed movements resumed from Bangladesh and Myanmar to Malaysia, According to UNODC, more than 900 Rohingya have attempted to reach Malaysia since December, exceeding the number from the same period last year (633, according to UNHCR). Smugglers in Bangladesh and Myanmar usually facilitate the journeys, which can include both land border crossings and maritime movements. Refugees are exposed to fatal risks during those journeys, especially women and children. According to a source quoted by Radio Free Asia, “about 35 out of 100 people make it”. The rest are either arrested or lose their lives. From December 2021 to date, more than 600 Rohingya have been arrested on the journey to Malaysia, and according to UNODC at least 65 reported dead or missing., Unlike maritime movements during 2020-2021, which were made up of Rohingya only, recent boats from Bangladesh and Myanmar to Malaysia consist of Rohingya, other Myanmar nationals, and Bangladeshis. A boat captured by the Malaysian authorities in Kuala Kurau on 1 May 2022, for example, held 143 people, including 134 Rohingya, four Bangladeshi nationals, and five Myanmar nationals. This kind of mixed movement, despite being on a much smaller scale, also mirrors the movements in the Andaman Sea seven years ago, when as many as 8,000 Rohingya refugees and Bangladeshi migrants were left stranded at sea after being refused disembarkation by Malaysia, Indonesia, and Thailand., Anti-refugee rhetoric continues to offset regional protection frameworks, Compared with seven years ago, regional frameworks to protect refugees and migrants have improved. The Bali Process on People Smuggling, Trafficking in Persons and Related Transnational Crime provides a platform for collaboration on the establishment of disembarkation options and cooperation in search and rescue efforts. ASEAN has also provided various frameworks to strengthen protection for migrant workers and victims of human trafficking, especially women and children., However, the regional frameworks have yet been able to energize member states to protect the rights of people on the move, and changes in national immigration policy have been limited. Australia reaffirmed the continuation of its “turning back boats” policy despite the electoral victory of the Labour Party in May 2022. Thailand continues its view of refugees as “illegal” migrants, while every country on the route remains a non-signatory to the 1951 Convention Relating to the Status of Refugees, shying away from any responsibilities toward refugees., Furthermore, anti-refugee and anti-immigrant rhetoric have been on the rise. In Thailand, Malaysia, Indonesia and Myanmar, reports on Rohingya refugees being arrested and detained have proliferated, using dehumanizing and inaccurate language – such as “illegal migrants”, “criminal tendencies”, and “nabbing”. These reports have stoked public opposition to migrants and refugees. At the same time, countries like Malaysia and Thailand have increased immigration raids, resulting in the arrest and deportation of refugees, including those with UNHCR-issued refugee cards: an act in violation of international law., What lessons from the Andaman Sea crisis are still applied to today’s responses?, The Andaman Sea crisis in 2015 demonstrates the complexity of mixed movements as well as the responses required. Boats traveling to Malaysia are carrying people who have different legal statuses and who are departing for a variety of reasons. Regardless of these differences, people in mixed movements are exposed to the same protection risks and violations on the journey. These risks are only heightened in the absence of a comprehensive legal protection framework in transit and destination countries., These movements of Rohingya refugees also prove that without proper attention to conditions for Rohingya in Myanmar and Bangladesh, movement is inevitable, as they seek to avoid humanitarian and migration crises. In Myanmar, ten years after the launch of the ethnic cleansing campaign targeting the Rohingya population, the condition of people held in the Rohingya displacement camp in Sittwe remains critical, with debt, lack of employment, and a generation of education-less children damaging Rohingya communities. In Bangladesh, movements in Cox’s Bazar have been increasingly restricted. Since May 2022, the local police have introduced a new “camp-to-camp movement pass”, which is required for Rohingya to visit other camps. Those who travel without the pass are reportedly detained and beaten. Additionally, three months after shutting down thousands of shops owned by refugees, in April 2022 Bangladesh authorities detained more than 300 Rohingya for working outside their refugee camps. Given the dim prospects of repatriation and resettlement, and worsening conditions in Bangladesh, moving onwards is the only option for many., How can the region respond better this time?, In a statement on 23 May, UNHCR warned that “collective failure to act will continue to lead to tragic and fatal consequences” for those at sea, citing the deaths of the 17 Rohingya. The warning is ominous, pointing directly at predictable and amendable failures in protection response, while adding that Rohingya refugees will continue to embark on dangerous journeys in search of safety and stability, and in increasing numbers. Although the overall number of Rohingya attempting to reach Malaysia from Myanmar and Bangladesh over the past few months remains significantly lower than in May 2015, the situation is volatile and can change quickly at any time., Given the drivers of onward movement, increasing border controls and criminalizing refugees will increase the risks of the journey, more than it will stop people from moving. Countries on the Bay of Bengal and the Andaman Sea must cooperate to conduct search and rescue operations to save lives. Refugees who flee persecution and catastrophic conditions in Myanmar and Bangladesh should be allowed to disembark and provided with adequate assistance. States in the region should urgently agree on collective solutions to address the issue and better share responsibility for hosting refugees.",https://reliefweb.int/report/myanmar/andaman-sea-movements-myanmar-and-bangladesh-resume-safe-routes-are-needed-avoid-another-crisis
"Burma and Bangladesh - Regional Crisis Response Fact Sheet #6, Fiscal Year (FY) 2022",Situation Report,USAID,"Contributions
Food and Nutrition
Protection and Human Rights
Recovery and Reconstruction
Shelter and Non-Food Items
Water Sanitation Hygiene",29 Sep 2022,"SITUATION AT A GLANCE, 6.2 MILLION People Targeted for Humanitarian Assistance in Burma UN – July 2022, 989,400 People Displaced Since February 2021 Who Remain IDPs in Burma UNHCR – September 2022, 1.3 MILLION People Displaced in Burma UNHCR – September 2022, 1.5 MILLION People Targeted by 2022 Rohingya Humanitarian Crisis Joint Response Plan UN – March 2022, 943,529 Estimated Number of Refugees in Bangladesh UNHCR – August 2022, USAID Deputy Administrator Isobel Coleman announced an additional $170 million in USG funding for the Burma and Bangladesh regional crisis response, including more than $77 million from USAID/BHA and more than $93 million from State/PRM at a high-level UN General Assembly event on the Rohingya refugee crisis on September 22., Hostilities between the MAF and AA have escalated since mid-June, ending a ceasefire that had been in place since November 2020. Nearly 8,800 people have been newly displaced by the renewed fighting as of September 21, according to the UN., Conflict, increased prices, and supply chain disruptions continue to challenge food security conditions and livelihood opportunities throughout Burma.",https://reliefweb.int/report/myanmar/burma-and-bangladesh-regional-crisis-response-fact-sheet-6-fiscal-year-fy-2022
Myanmar South East - Emergency Overview Map: Number of people displaced in South East since Feb 2021 and remain displaced (As of 26 September 2022),Map,UNHCR,Protection and Human Rights,29 Sep 2022,"WEEKLY HIGHLIGHTS, In the South-East, the number of IDPs increased from 291,700 last week to 292,100 this week.
Similarly to past weeks, new IDPs continue to be verified at spontaneous sites in the jungle near Kyaukkyi Township in Bago Region (East) due to the fighting and insecurity., In Shan State (South), clashes continue to be reported in Moe Bye in Pekon Township, causing displacement of 90 individuals towards Loikaw Township in Kayah State. In addition, 400 IDPs - mainly from Demoso Township - were newly verified in Loikaw Township after seeking safety there for the past several months.
Concurrently, 500 IDPs across Kayah State returned to their villages of origin in Demoso Township.",https://reliefweb.int/map/myanmar/myanmar-south-east-emergency-overview-map-number-people-displaced-south-east-feb-2021-and-remain-displaced-26-september-2022
Myanmar: Who What Where When Whom - All Sectors - United Nations Projects Under Implementation by Township as of 26th August 2022,Map,MIMU,Coordination,26 Sep 2022,,https://reliefweb.int/map/myanmar/myanmar-who-what-where-when-whom-all-sectors-united-nations-projects-under-implementation-township-26th-august-2022
Myanmar: Who What Where When Whom - All Sectors - All Agencies: Projects Under Implementation by Township as of 26th August 2022,Map,MIMU,Coordination,26 Sep 2022,,https://reliefweb.int/map/myanmar/myanmar-who-what-where-when-whom-all-sectors-all-agencies-projects-under-implementation-township-26th-august-2022
Myanmar: Who What Where When Whom - All Sectors - INGO and Red Cross: Projects Under Implementation by Township as of 26th August 2022,Map,MIMU,Coordination,26 Sep 2022,,https://reliefweb.int/map/myanmar/myanmar-who-what-where-when-whom-all-sectors-ingo-and-red-cross-projects-under-implementation-township-26th-august-2022
Myanmar: Who What Where When Whom - All Sectors - National NGO and CBO: Projects Under Implementation by Township as of 26th August 2022,Map,MIMU,Coordination,26 Sep 2022,,https://reliefweb.int/map/myanmar/myanmar-who-what-where-when-whom-all-sectors-national-ngo-and-cbo-projects-under-implementation-township-26th-august-2022
The Social Atrocity: Meta and the right to remedy for the Rohingya,Analysis,Amnesty,Protection and Human Rights,29 Sep 2022,"MYANMAR: FACEBOOK’S SYSTEMS PROMOTED VIOLENCE AGAINST ROHINGYA; META OWES REPARATIONS, Facebook owner Meta’s dangerous algorithms and reckless pursuit of profit substantially contributed to the atrocities perpetrated by the Myanmar military against the Rohingya people in 2017, Amnesty International said in a new report published today., The Social Atrocity: Meta and the right to remedy for the Rohingya, details how Meta knew or should have known that Facebook’s algorithmic systems were supercharging the spread of harmful anti-Rohingya content in Myanmar, but the company still failed to act., “In 2017, the Rohingya were killed, tortured, raped, and displaced in the thousands as part of the Myanmar security forces’ campaign of ethnic cleansing. In the months and years leading up to the atrocities, Facebook’s algorithms were intensifying a storm of hatred against the Rohingya which contributed to real-world violence,” said Agnès Callamard, Amnesty International’s Secretary General., “While the Myanmar military was committing crimes against humanity against the Rohingya, Meta was profiting from the echo chamber of hatred created by its hate-spiralling algorithms., “Meta must be held to account. The company now has a responsibility to provide reparations to all those who suffered the violent consequences of their reckless actions.”, Sawyeddollah, a 21-year-old Rohingya refugee, told Amnesty International: “I saw a lot of horrible things on Facebook. And I just thought that the people who posted that were bad… Then I realized that it is not only these people – the posters – but Facebook is also responsible. Facebook is helping them by not taking care of their platform.”, The Rohingya are a predominantly Muslim ethnic minority based in Myanmar’s northern Rakhine State. In August 2017, more than 700,000 Rohingya fled Rakhine when the Myanmar security forces launched a targeted campaign of widespread and systematic murder, rape and burning of homes. The violence followed decades of state-sponsored discrimination, persecution, and oppression against the Rohingya that amounts to apartheid., AN ANTI-ROHINGYA ECHO CHAMBER, Meta uses engagement-based algorithmic systems to power Facebook’s news feed, ranking, recommendation and groups features, shaping what is seen on the platform. Meta profits when Facebook users stay on the platform as long as possible, by selling more targeted advertising. The display of inflammatory content – including that which advocates hatred, constituting incitement to violence, hostility and discrimination – is an effective way of keeping people on the platform longer. As such, the promotion and amplification of this type of content is key to the surveillance-based business model of Facebook., In the months and years prior to the crackdown, Facebook in Myanmar had become an echo chamber of anti-Rohingya content. Actors linked to the Myanmar military and radical Buddhist nationalist groups flooded the platform with anti-Muslim content, posting disinformation claiming there was going to be an impending Muslim takeover, and portraying the Rohingya as “invaders”., In one post that was shared more than 1,000 times, a Muslim human rights defender was pictured and described as a “national traitor”. The comments left on the post included threatening and racist messages, including ‘He is a Muslim. Muslims are dogs and need to be shot’, and ‘Don’t leave him alive. Remove his whole race. Time is ticking’., Content inciting violence and discrimination went to the very top of Myanmar’s military and civilian leadership. Senior General Min Aung Hlaing, the leader of Myanmar’s military, posted on his Facebook page in 2017: “We openly declare that absolutely, our country has no Rohingya race.” He went on to seize power in a coup in February 2021., In July 2022, the International Court of Justice (ICJ) ruled that it has jurisdiction to proceed with a case against the Myanmar government under the Genocide Convention based on Myanmar’s treatment of the Rohingya. Amnesty International welcomes this vital step towards holding the Myanmar government to account and continues to call for senior members of the Myanmar military to be brought to justice for their role in crimes against the Rohingya., In 2014, Meta attempted to support an anti-hate initiative known as ‘Panzagar’ or ‘flower speech’ by creating a sticker pack for Facebook users to post in response to content which advocated violence or discrimination. The stickers bore messages such as, ‘Think before you share’ and ‘Don’t be the cause of violence’., However, activists soon noticed that the stickers were having unintended consequences. Facebook’s algorithms interpreted the use of these stickers as a sign that people were enjoying a post and began promoting them. Instead of diminishing the number of people who saw a post advocating hatred, the stickers actually made the posts more visible., The UN’s Independent International Fact-Finding Mission on Myanmar ultimately concluded that the “role of social media [was] significant” in the atrocities in a country where “Facebook is the Internet”., Mohamed Showife, a Rohingya activist, said: “The Rohingya just dream of living in the same way as other people in this world… but you, Facebook, you destroyed our dream.”, FACEBOOK'S FAILURE TO ACT, The report details how Meta repeatedly failed to conduct appropriate human rights due diligence on its operations in Myanmar, despite its responsibility under international standards to do so., Internal studies dating back to 2012 indicated that Meta knew its algorithms could result in serious real-world harms. In 2016, Meta’s own research clearly acknowledged that “our recommendation systems grow the problem” of extremism., Meta received repeated communications and visits by local civil society activists between 2012 and 2017 when the company was warned that it risked contributing to extreme violence. In 2014, the Myanmar authorities even temporarily blocked Facebook because of the platform’s role in triggering an outbreak of ethnic violence in Mandalay. However, Meta repeatedly failed to heed the warnings, and also consistently failed to enforce its own policies on hate speech., Amnesty International’s investigation includes analysis of new evidence from the ‘Facebook Papers’ – a cache of internal documents leaked by whistleblower Frances Haugen., In one internal document dated August 2019, one Meta employee wrote: “We have evidence from a variety of sources that hate speech, divisive political speech, and misinformation on Facebook… are affecting societies around the world. We also have compelling evidence that our core product mechanics, such as virality, recommendations, and optimizing for engagement, are a significant part of why these types of speech flourish on the platform.”, ‘META MUST PAY’, Amnesty International is today launching a new campaign calling for Meta Platforms, Inc. to meet the Rohingya’s demands for remediation., Today marks the first anniversary of the murder of prominent activist Mohib Ullah, chair of the Arakan Rohingya Society for Peace and Human Rights. Mohib was at the forefront of community efforts to hold Meta accountable., Rohingya refugee groups have made direct requests to Meta to provide remedy by funding a USD $1 million education project in the refugee camp in Cox’s Bazar, Bangladesh. The funding request represents just 0.002% of Meta’s profits of $46.7 billion from 2021. In February 2021, Meta rejected the Rohingya community’s request, stating: “Facebook doesn’t directly engage in philanthropic activities.”, Showkutara, a 22-year-old Rohingya woman and youth activist, told Amnesty International: “Facebook must pay. If they do not, we will go to every court in the world. We will never give up in our struggle.”, There are at least three active complaints seeking remediation for the Rohingya from Meta. Civil legal proceedings were filed against the company in December 2021 in both the United Kingdom and the USA. Rohingya refugee youth groups have also filed an OECD case against Meta which is currently under consideration by the US’ OECD National Contact Point., MYANMAR: FACEBOOK’S SYSTEMS PROMOTED VIOLENCE AGAINST ROHINGYA; META OWES REPARATIONS, “Meta has a responsibility under international human rights standards to remediate the terrible harm suffered by the Rohingya that they contributed to. The findings should raise the alarm that Meta risks contributing to further serious human rights abuses, unless it makes fundamental changes to its business model and algorithms,” said Agnès Callamard., “Urgent, wide-ranging reforms to their algorithmic systems to prevent abuses and increase transparency are desperately needed to ensure that Meta’s history with the Rohingya does not repeat itself elsewhere in the world, especially where ethnic violence is simmering.”, “Ultimately, States must now help to protect human rights by introducing and enforcing effective legislation to rein in surveillance-based business models across the technology sector. Big Tech has proven itself incapable of doing so when it has such enormous profits at stake.”, On 20 May 2022, Amnesty International wrote to Meta regarding the company’s actions in relation to its business activities in Myanmar before and during the 2017 atrocities. **Meta responded **that it could not provide information concerning the period leading up to 2017 because the company is “currently engaged in litigation proceedings in relation to related matters”., On 14 June 2022, Amnesty International again wrote to Meta regarding the relevant allegations contained in the report, and to give the company the opportunity to respond. Meta declined to comment.",https://reliefweb.int/report/myanmar/social-atrocity-meta-and-right-remedy-rohingya
"Opportunities and constraints for production and income growth in rural Myanmar: Inter-regional variations in the composition of agriculture, livelihoods, and the rural economy [EN/MY]",Analysis,IFPRI,Agriculture,28 Sep 2022,"ABSTRACT, This working paper synthesizes findings from four large household and community surveys in Myanmar, each covering a major agro-ecological zone, to evaluate inter-regional variations in the composition of agriculture, livelihoods, and the rural economy, and prospects for production and income growth. We find the following:, With the partial exception of paddy, most field crop production is strongly commercially oriented, and most farmers are well-integrated into markets., Grain crops perform less well than elsewhere in Southeast Asia, suggesting the existence of large yield and income gaps. However, climatic variability may dissuade investments at what appear to be economically optimal levels of input use, and the highly unequal distribution of agricultural land means that most yield and income gains associated with improved agricultural technologies accrue to larger farms. Expansion of decentralized small-scale groundwater irrigation services may reduce agricultural risk and support intensification, particularly in the Dry Zone., Production of higher value, more labor and input intensive crops, such as fish, poultry, and some fruits, has potential to create spillovers through employment linkages on-farm and upstream and downstream in value chains. There are numerous examples of farmers in Myanmar rapidly taking up production of new commercial crops that appear to offer an advantage. However, potential for agricultural diversification is highly contextually specific and can be risky., Rural livelihoods are increasingly diversified. There is a positive association between landownership and income in all zones surveyed, but the most direct pathways to income growth and economic and social mobility often lie off-farm., Migration has accelerated rapidly since 2011, reducing the availability of labor and bidding up rural wages. This has been advantageous for land-poor households who depend disproportionally on sales of labor for their income., Economic reforms and investments in rural infrastructure and public services since 2011 have played a pivotal role in the emergence of an increasingly dynamic rural non-farm economy. Increasingly, there is a need for these to be accompanied by investments in human capacity development, expansion of social safety nets, and social protection to buffer against shocks, such as COVID-19, and to protect vulnerable people from being left behind.",https://reliefweb.int/report/myanmar/opportunities-and-constraints-production-and-income-growth-rural-myanmar-inter-regional-variations-composition-agriculture-livelihoods-and-rural-economy-enmy
School attack in Let Yet Kone village may be considered a war crime with commanders criminally liable – Independent Investigative Mechanism for Myanmar,News and Press Release,UN HRC,"Education
Protection and Human Rights",27 Sep 2022,"Geneva, 27 September 2022 – The Independent Investigative Mechanism for Myanmar is collecting evidence concerning the recent sustained attack on a school located in Let Yet Kone village, Sagaing Region, to assess criminal responsibility. At least 12 people are reported to have been killed, including several children., Multiple reports indicate that the school, located in the compound of a monastery, came under attack by Tatmadaw forces for several hours on 16 September – first from helicopters firing rockets and machine-guns, followed by an infantry attack., Armed attacks that target civilians are prohibited by international laws of war and can be punished as war crimes or crimes against humanity., Tatmadaw spokesperson, Major General Zaw Min Htun, has claimed that the attack on Let Yet Kone did not target civilians but rather Kachin Independence Army and People’s Defence Force soldiers thought to be present at the school. However, even if this was the case and the armed attack had a military objective, it is prohibited according to the laws of war if it is expected to result in civilian injuries or deaths that are excessive in relation to the expected direct military advantage achieved by the attack., Commanders who decide to launch a military attack in proximity to civilians have three specific obligations under international law. They must do everything possible to verify the existence of the military objectives; take all practicable precautions in the choice of methods and means of warfare to avoid or minimize harm to civilians; and must not launch attacks which may be expected to cause disproportionate civilian casualties or civilian property damage., Commanders who intentionally or recklessly disregard these obligations in ordering or launching an attack may be criminally liable, as would be any soldiers or pilots who follow orders to carry out what they must know, given the circumstances, to be a disproportionate attack., Schools are places where civilians – including children – are typically present in large numbers. Commanders must therefore take special care to confirm the existence and nature of any possible military target, assess the number of civilians in the area, and adopt means and methods to minimize the risk of harm to them., Information on how to communicate securely with the Mechanism about this or other serious international crimes that may have been committed in Myanmar can be found at iimm.un.org/contact-us/. Please avoid taking unnecessary risks that may compromise safety, and only communicate with us via secure channels., The Independent Investigative Mechanism for Myanmar (IIMM or Mechanism) was created by the United Nations Human Rights Council in 2018 to collect and analyse evidence of the most serious international crimes and other violations of international law committed in Myanmar since 2011. It aims to facilitate justice and accountability by preserving and organizing this evidence and preparing case files for use in future prosecutions of those responsible in national, regional and international courts., For more information visit https://iimm.un.org/",https://reliefweb.int/report/myanmar/school-attack-let-yet-kone-village-may-be-considered-war-crime-commanders-criminally-liable-independent-investigative-mechanism-myanmar
Country Results Report 2021: UN in Myanmar (April 2022),Other,UNCT Myanmar,"Agriculture
Education
Food and Nutrition
Health
Protection and Human Rights
Recovery and Reconstruction
Shelter and Non-Food Items
Water Sanitation Hygiene",27 Sep 2022,"FOREWORD, During 2021 the people of Myanmar experienced an unprecedented political, socioeconomic, human rights, and humanitarian crisis. On 1 February the Myanmar Armed Forces detained elected political leaders, declared a state of emergency, and transferred all legislative, executive and judicial powers to themselves. Compounded by the impact of the COVID-19 pandemic, the military takeover unleashed a crisis that has resulted in significant human suffering and a reversal of many of the development gains made in recent years. On top of this, Myanmar experienced a severe outbreak of COVID-19 between June and August during which many people lost their lives and the economy was almost brought to a halt., The events at the beginning of the year had significant implications on the work of the UN. As the member states contended with the legitimacy of the de facto authorities, overnight, UN’s operating environment became much more challenging, while the need for UN assistance increased exponentially. To respond to the new and escalating needs, the UN undertook an extensive reprogramming exercise. Funds and programmes were refocused on meeting the humanitarian needs of people, supporting the COVID-19 public health response, and mitigating the impact on the most vulnerable people and communities. To complement the UN’s humanitarian response, two new development programming frameworks were developed: the Health Response Contingency Plan (HRCP); and the Socio-economic Resilience Response Plan (SERRP). Despite the operational challenges, the UN disbursed a total of US$453 million in programmatic expenditures under the two development frameworks and its humanitarian response., Under the HRCP, the UN contributed to the COVID-19 response, promoted continued access to essential health and nutrition services for vulnerable groups, and strengthened logistics and supply chains for immunizations, and reproductive health commodity security. Under the SERRP, the UN supported continued access for vulnerable populations to essential services in areas including social protection, food and nutrition, water, sanitation and hygiene, education, shelter, and gender-based violence and violence against children. In addition, the UN worked to promote gender-responsive employment, private sector resilience, and strengthen households, communities and micro, small and medium enterprises capacities to weather future shocks. To promote and protect human rights, the rule of law, and the democratic space, the UN supported civil society actors to hold decision makers to account, facilitated access to legal aid, and worked with communities to increase awareness of fundamental and democratic rights., At the time of writing, the situation in Myanmar remains uncertain and the political, socioeconomic, human rights and humanitarian continues. Going forward the UN is determined to strengthen our efforts to serve the people of Myanmar. We will use the lessons learnt in 2021 to ensure that our support becomes increasingly impactful as we keep delivering humanitarian assistance, support the most vulnerable, build resilience, and promote conditions for an inclusive and sustainable recovery when the situation allows. I am confident that through the strength of the people of Myanmar, the country will find its way back on a brighter path., Ramanathan Balakrishnan UN Resident Coordinator a.i./ Humanitarian Coordinator a.i.",https://reliefweb.int/report/myanmar/country-results-report-2021-un-myanmar-april-2022
Oral update on the human rights situation in Myanmar to the Human Rights Council: Opening statement by Nada Al- Nashif UN Acting High Commissioner for Human Rights,News and Press Release,OHCHR,"Peacekeeping and Peacebuilding
Protection and Human Rights",26 Sep 2022,"DELIVERED BY Nada Al- Nashif, UN Acting High Commissioner for Human Rights
AT 51st session of the Human Rights Council
LOCATION Geneva, Palais des Nations, Room XX, Distinguished President,
Excellencies,, I welcome the opportunity to provide you with this oral update on the human rights situation in Myanmar, further to Human Rights Council resolution 49/23., Since the last update to this Council in June, the people of Myanmar have been caught in a rapid downward spiral, with growing suffering, fear, and insecurity., Urgent action is needed to reverse this catastrophic situation and to restore peace, democracy, and sustainable development., The Myanmar military’s offensives throughout the country are designed not only to target its opponents but also to punish any communities it deems to be supporting them., Military tactics increasingly involve indiscriminateattacks andweaponry. The growing use of air power and artillery during the monsoon season is significantly impacting civilians and residential areas. In Magway and Sagaing regions as well as Kachin, Shan, Kayah, and Kayin states, residential buildings – as many as 30,000 - schools and other civilian infrastructure have been burnt to the ground during military ground operations., In an emblematic incident documented by OHCHR, on 11 August military forces attacked an armed group presence in Yin Paung Taing village in Sagaing region with jets and helicopters, and then raided the village. Over 100 villagers were arrested, alleged to have been used as human shields and porters by the military. After three days of intense fighting, villagers, including women and children, were found dead, and 20 of those arrested are still missing., In another airstrike in Let Yet Kone village in Sagaing on 16 September the military targeted a school and a nearby monastery killing at least six children and injuring many others, including teachers. Eyewitnesses reported that 11 wounded people, including nine children and two teachers, were taken away and remain missing., Since February 2021, at least 2.316 people (including at least 188 children) have been killed. Widespread fear and insecurity among the civilian population has forced over 1 million individuals (of whom, 45,500 into neighboring countries) to leave their homes and now live in precarious conditions without access to food, medical assistance, and other basic services. The humanitarian crisis now brings fears of starvation, with the military largely denying humanitarian access, including recent orders to halt humanitarian operations in northern and central Rakhine State., Over 15,607 people have been arrested with some 12,464 remaining in detention. The death toll of people in custody is steadily rising. At least 273 persons have died in formal detention settings, such as prisons, detention and interrogation centers, and police stations as well as at least 266 reported deaths following raids and arrests in villages, at least 40 of whom were reportedly killed with headshots., Family members reported seeing signs of physical abuse, ill-treatment, or suspected torture, despite being informed that the death was a result of natural causes. There are 111 reported cases of people being burned, either alive or after being executed, in what appears to be a tactic of summary executions and attempts to destroy evidence of crimes., Myanmar’s military-controlled judicial system has also been weaponized to execute opponents. The military executed four individuals, including a former member of Parliament and a democracy activist, following a secretive military court trial, in violation of fair trial standards and rule of law principles. These executions, which are the first in about thirty years, represent an important indicator of the regression of human rights in Myanmar and the military’s complete disregard for international law., OHCHR has also documented that the military has arrested and charged at least 10 lawyers who were defending people charged with spurious, politically motivated offences., Since February 2021, civic space has been decimated. The military’s announced plans to create a register and impose a new tax on mobile phones will increase the risk of surveillance, further imperilling human rights defenders, journalists and members of the pro-democracy movement. It will also increase the cost of accessing the internet for ordinary people and further restrict freedom of expression and access to information. Just days ago, the military also announced that expressions of solidarity on social media to the National Unity Government and Peoples’ Defense Force, including by posting a “like” or an emoji, risked up to 10 years’ imprisonment., Excellencies,, The relative stability experienced in Rakhine State since the start of the coup has proved very short lived. My office has received reports of killings, injuries, arbitrary detention and mass displacement of civilians resulting from clashes between the Myanmar military and the Arakan Army in several townships of Rakhine and Chin State and along the border, with reported cases of shelling into Bangladesh., Minority communities especially Rohingya and Kaman Muslims are particularly vulnerable, with the military imposing new restrictions on delivery of humanitarian aid and essential goods in large areas of Rakhine., Last month marked the fifth anniversary of the military’s 2017 campaign of violence against the Rohingya, involving the killing of thousands and pushing over 740,000 Rohingya to Bangladesh. During the former High Commissioner’s visit to the refugee camps in Cox’s Bazar last month, Rohingya refugees shared their hopes of being able to return home when the conditions permit. However, conditions for safe, dignified and sustainable returns are not yet evident. The international community should support Bangladesh in providing protection, education and livelihood opportunities for the refugees, while continuing to pursue international accountability efforts., Despite widespread international condemnation, Myanmar is yet to address the root causes of Rohingya persecution. Rohingya are deprived of citizenship rights and civil documentation, limiting their freedom of movement, and access to health and education services. They face daily extortion by camp authorities, village administrators, police, and military., Most Rohingya in Rakhine live in desperate poverty, driving them, at high risk, to flee Myanmar, often paying large sums of money to human traffickers. United Nations figures indicate that informal attempts to leave and arrests for travelling without authorization doubled in 2022 compared to the previous year. Rohingya are often deprived of adequate legal representation and coerced into accepting guilt in order to avoid longer sentences., Mr. President,, The cycle of violations must end., Unfortunately, diplomatic efforts have so far yielded limited results. I hope the Special Envoy of the Secretary-General for Myanmar’s recent visit to Myanmar and Bangladesh can build momentum. ASEAN must also reinvigorate its efforts to bring humanitarian support and promote a resolution to the crisis, in consultation with the people’s representatives, and with support from regional powers., I reiterate calls to the military to cease violence, including by imposing a moratorium on executions, to free all political prisoners, to ensure access to humanitarian aid and return Myanmar to democracy based on respect for human rights and the rule of law., I also urge this Council to consider strengthening OHCHR’s existing documentation mandate in order to enhance monitoring of the situation and support accountability efforts, including the work of the Independent Investigative Mechanism for Myanmar., Thank you.",https://reliefweb.int/report/myanmar/oral-update-human-rights-situation-myanmar-human-rights-council-opening-statement-nada-al-nashif-un-acting-high-commissioner-human-rights
