title,type,source,theme,date,body,link
Ukraine: Humanitarian Impact Situation Report (As of 12:00 p.m. (EET) on 25 March 2022) [EN/RU/UK],Situation Report,OCHA,"Camp Coordination and Camp Management
Climate Change and Environment
Coordination
Education
Food and Nutrition
Health
Humanitarian Financing
Logistics and Telecommunications
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",25 Mar 2022,"This report is produced by OCHA Ukraine in collaboration with humanitarian partners. It covers the period from 12 p.m. (EET) 23 March to 12:00 p.m. (EET) 25 March. The next report will be published on or around 28 March., KEY FIGURES (FLASH APPEAL 2022), 12M people in need (Source: 2022 Flash Appeal), 6M people targeted (Source: 2022 Flash Appeal), $1.1B funding required (US$) (Source: 2022 Flash Appeal), 41% funded (Source: FTS), HIGHLIGHTS, • Despite many operational challenges, UN agencies and humanitarian partners have reached around 890,000 people across Ukraine with multi-sectoral humanitarian assistance since 24 February. Assistance has mostly been provided in the east, with over 431,000 people reached in Kharkivska oblast., • In Kyiv (Kyivska oblast, north) and Kharkiv (Kharviska oblast, east), the World Food Programme (WFP) and its partners have delivered nearly 1,270 tons of food to more than 521,000 affected people., • The World Health Organization (WHO) is sending around 36 tons of medical supplies to Lviv (Lvivska oblast, west), with an additional 108 tons in the pipeline, while the UN Population Fund (UNFPA) delivered 13 tons of urgently needed reproductive health supplies, medicines and equipment to service providers in four oblasts., • UN agencies and humanitarian partners are scaling up cash support. The UN Refugee Agency (UNHCR) has launched a large-scale cash programme for internally displaced persons (IDPs) that aims to reach around 360,000 people, while the International Organization for Migration (IOM) has rolled out cash-based assistance in several oblasts, planning to reach some 40,000 people in Zakarpatska oblast (west) alone., • The Water, Sanitation and Hygiene (WASH) Cluster estimates that around 1.4 million people lack access to water in Ukraine, while access remains limited for another 4.6 million people. In Donetska oblast (east), the water situation remains critical, as the current supply from water reservoirs received by schedule is only projected to last till the beginning of April in the cities of Donetsk and Makiivka, and less than three weeks in neighbouring Horlivka., • According to WHO, as of 25 March, the number of verified incidents of attacks on health-care facilities in Ukraine has risen to 72 – nearly 89 per cent of incidents recorded by WHO between 24 February and 25 March globally – resulting in 71 deaths and 37 injuries. WHO says almost 1,000 health facilities are close to areas experiencing active fighting or with a significant presence of the Russian Federation forces., SITUATION OVERVIEW, General humanitarian situation. Just over a month since the start of the military offensive, civilian casualties, destruction of critical infrastructure and wide-scale forced displacement continue unabated, driving a significant increase in humanitarian needs. As of 24 March, the Office of the United Nations High Commissioner for Human Rights (OHCHR) reports 2,788 civilian casualties, including 1,081 killed, figures that are likely much higher and will continue to rise as hostilities rage on. In Donetska and Luhanska oblasts (east), Government-controlled areas (GCA) continue to witness the greatest number of civilian casualties, with OHCHR reporting 957 casualties in GCA – including 285 killed and 672 injured – compared to 283 civilian casualties in the non-Government-controlled areas (NGCA) of these oblasts (59 killed and 224 injured). In the rest of Ukraine, OHCHR reports 1,548 civilian casualties., Humanitarian needs. The key humanitarian needs remain access to adequate food, safe water, life-saving medicines and health services, as well as durable shelter solutions for IDPs and the growing number of people whose homes have been damaged or destroyed. The WASH Cluster estimates that around 1.4 million people lack access to water in Ukraine, while access remains limited for another 4.6 million people. In Donetska oblast, the water situation remains critical, as the current supply from water reservoirs received by schedule is only projected to last till the beginning of April in Donetsk and Makiivka, and less than three weeks in neighbouring Horlivka.
According to Mercy Corps, some of the hardest-hit areas in Ukraine only have enough food to last a few days, while others are becoming increasingly dependent on aid, the delivery of which remains unpredictable due to persistent access and security constraints. Mercy Corps estimates that at least 70 per cent of the population of Kharkiv and Sumy (Sumska oblast, north-east) – home to nearly 1.8 million people prior to the recent escalation – are now completely reliant on aid to meet their most basic needs., Displacement and associated vulnerabilities. Since 24 February, around 10.2 million people have been forcibly displaced – roughly a quarter of the Ukrainian population – with the number of people moving across international borders surpassing 3.7 million. According to IOM, more than 30 per cent of displaced households include at least one person suffering from a chronic illness, while nearly 20 per cent include someone living with some form of disability., The UN Children’s Fund (UNICEF) says around 4.3 million children – more than half of all children in Ukraine – have been forcibly displaced by ongoing fighting, generating significant risks to children’s safety and well-being. More than 60 per cent of IDPs surveyed by IOM report a child between 5 and 18 years of age in their household, while nearly 30 per cent report a child under the age of 5. Among the most vulnerable are the approximately 100,000 children in Ukraine residing in institutional care – half of whom with disabilities. Some of these institutions are attempting to move children and adolescents to safety either within Ukraine or across borders., Unaccompanied and separated children face heightened risks of violence, abuse and exploitation. These risks are multiplied when children are displaced across international borders, increasing the possibility of children and adolescents falling victim to exploitation and trafficking. The UN Committee on the Rights of the Child says that all unaccompanied or separated children must receive integrated social services to satisfy their multi-sectoral needs and ensure their protection, including health care, psychosocial support, nutrition, education, housing and legal aid, without discrimination., Health situation and risks. According to WHO, as of 25 March, the number of verified incidents of attacks on health-care facilities in Ukraine has risen to 72 – nearly 89 per cent of incidents recorded by WHO between 24 February and 25 March globally – resulting in 71 deaths and 37 injuries, which account for almost 89 and 93 per cent of total deaths and injuries, respectively, arising from attacks on health care worldwide in just over a month. The destruction of critical health infrastructure and the disruption of medical supply chains pose a significant threat to the health and well-being of millions of people. Even where health facilities are functional, the danger of moving in areas experiencing ongoing fighting often pushes people to take the risk of foregoing medical care, leading to greater suffering and preventable deaths. WHO says close to 1,000 health facilities are close to areas experiencing active fighting or with a significant presence of the Russian Federation forces, significantly limiting access to life-saving medicines and health services., As trauma-related injuries rise, what little resources and health staff capacity remain – many health workers themselves have been displaced or are unable to work – continue to be redirected toward caring for the wounded. Numerous hospitals have been repurposed to treat trauma victims, while approximately half of Ukraine’s pharmacies are reportedly closed amid active hostilities. Consequently, the already-stretched health system has even less capacity to ensure the continuation of essential services and primary health care, including sexual and reproductive health (SRH), the treatment of chronic illnesses and COVID-19., COVID-19 vaccination and routine immunization campaigns have almost come to a halt across the country. Before 24 February, at least 50,000 people on average were being vaccinated against COVID-19 each day. Between 24 February and 15 March, however, only 175,000 people were vaccinated against the virus – around 40,790 fewer people on average being vaccinated daily. Between 23 February and 23 March, WHO reports that the seven-day average number of antigenrapid and polymerase chain reaction (PCR) COVID-19 tests fell by a staggering 88 and 96 per percent, respectively, suggesting considerable underreporting of COVID-19 cases and deaths. Over the same period, the number of beds available for COVID-19 patients decreased significantly as many were repurposed, with the largest decreases witnessed in Luhanska (east, 80 per cent), Volynska (north-west, 69 per cent) and Chernihivska (north, 56 per cent) oblasts., Humanitarian situation in eastern Ukraine. Ongoing hostilities in Donetska and Luhanska oblasts are generating significant humanitarian needs. Critical infrastructure and housing have been hard hit in both oblasts. In Luhanska oblast, on 23 March, more than 25 residential buildings, including at least 13 multi-storey apartment buildings, were reportedly damaged or destroyed in Kreminna, Lysychansk, Pervomaisk, Novodruzhesk, Sievierodonetsk and Voievodivka (GCA). As of 24 March, more than 95,300 users across 20 settlements are reportedly without electricity in Luhanksa oblast (GCA), while some 41,000 users remain without access to gas supplies in nearly 30 settlements. In the city of Kharkiv (Kharkivska oblast), municipal authorities say more than 1,140 buildings have been destroyed since the military offensive began. Of these, nearly 1,000 – around 87 per cent – are residential buildings, raising serious concerns about the shelter and protection situation in the worst-affected areas. On 24 March, a missile strike hit a shopping mall’s parking lot in the city, reportedly leaving at least six dead and another 15 injured, according to oblast authorities., Meanwhile, in Mariupol (Donetska oblast, east), a humanitarian convoy sent by the Government of Ukraine carrying lifesaving aid failed to reach people in need on 24 March, remaining blocked outside the encircled city for three days. More than 2,340 people were evacuated through agreed-upon evacuation corridors on 24 March. The International Committee of the Red Cross (ICRC) says a detailed agreement between Ukraine and the Russian Federation forces is urgently needed to properly evacuate civilians from Mariupol, where hundreds of thousands remain trapped without food, water, medicines, electricity or heating, with reports of people dying from starvation being of particular concern. While the civilian death toll in Mariupol cannot be assessed amid active hostilities, the city council reports that at least 300 people were reportedly killed following the bombing of the city’s drama theatre on 16 March., Humanitarian situation in southern Ukraine. In Khersonska oblast, the number of people without access to water and electricity continues to grow, reaching approximately 51,250 on 23 March – an increase of more than 5,000 users in just 24 hours. Similarly, growing numbers of people are being cut off from natural gas supplies – commonly used for cooking and heating – with around 5,700 left without gas as of 23 March., Evacuation of civilians. According to the Government of Ukraine, on 24 March, more than 3,340 people were evacuated through agreed-upon corridors. Over the last 29 days, Ukrainian Railways reports that it has evacuated around 3 million people from the most affected areas of the country toward the west, while some 430,000 have been transported abroad. On the other hand, the Russian Federation reports that around 420,000 people have crossed the border from Ukraine towards Russia since the escalation of hostilities, including 18,510 during the past 24 hours. This includes people who have reportedly been evacuated and those who have crossed the border seeking refuge on their own.",https://reliefweb.int/report/ukraine/ukraine-humanitarian-impact-situation-report-1200-pm-eet-25-march-2022
Update 32 - IAEA Director General Statement on Situation in Ukraine (25 March 2022),News and Press Release,IAEA,Disaster Management,25 Mar 2022,"Ukraine informed the International Atomic Energy Agency (IAEA) today that there had been no rotation of technical staff at the Chornobyl Nuclear Power Plant (NPP) since 21 March and it did not know when it might next take place, Director General Rafael Mariano Grossi said., Ukraine's regulatory authority told the IAEA yesterday that Russian shelling of checkpoints in the nearby city of Slavutych, where many Chornobyl NPP staff live, prevented them from travelling to and from the plant. The current staff shift arrived at the NPP on 20-21 March to replace personnel who had been there since Russian forces took control of the site on 24 February. Slavutych is located outside the Exclusion Zone that was established around the NPP after the 1986 accident., Director General Grossi has in recent weeks expressed deep concern about the difficult situation facing staff operating Ukrainian nuclear facilities where the Russian military is present. He has stressed that their ability to carry out their important tasks without undue pressure is one of the seven indispensable pillars for nuclear safety that he outlined earlier this month., Separately today, after being contacted by the IAEA, the State Agency for the Management of the Exclusion Zone provided additional detailed technical information about the Central Analytical Laboratory in Chornobyl town, which it earlier this week said had been ""looted by marauders""., It told the IAEA that it could not confirm the safety and security of the laboratory's calibration sources nor the condition of environmental samples stored there. It also had no information about the status of the server for the Exclusion Zone's radiation monitoring system, also located in the laboratory. Based on the additional information provided, the IAEA continues to assess that the incident does not pose a significant radiological risk., The regulator did not provide any new information about wildfires in the vicinity of the Chornobyl NPP site, where various radioactive waste management facilities are located., In the north-eastern city of Kharkiv, the regulator confirmed reports of an unexploded rocket of the multiple launch rocket system 9K58 Smerch ""detected in the immediate vicinity"" of a nuclear research facility that has previously been damaged by shelling. The regulator said ""constant shelling"" of the area meant that no measures had yet been taken to dispose of the rocket. The IAEA will continue to monitor the situation. The facility is used for research and development and radioisotope production for medical and industrial applications. Its nuclear material is subcritical and the radioactive inventory is low., Out of the country's 15 operational reactors at four sites, the regulator said eight were continuing to operate, including two at the Zaporizhzhya NPP, three at Rivne, one at Khmelnytskyy, and two at South Ukraine. The other reactors are in shut down for regular maintenance, it added., In relation to safeguards, the Agency said that the situation remained unchanged from that reported previously. The Agency was still not receiving remote data transmission from its monitoring systems installed at the Chornobyl NPP, but such data was being transferred to IAEA headquarters from the other NPPs in Ukraine.",https://reliefweb.int/report/ukraine/update-32-iaea-director-general-statement-situation-ukraine-25-march-2022
Ukraine: ICRC scales up response to meet urgent needs [EN/RU],News and Press Release,ICRC,"Food and Nutrition
Health
Shelter and Non-Food Items
Water Sanitation Hygiene",25 Mar 2022,"Geneva (ICRC) – Over 500 tons of medical supplies, food and relief items have arrived in Ukraine since the escalation of the crisis as the ICRC increases its assistance work to respond to skyrocketing humanitarian needs., The ICRC is now scaling up in 10 different locations in Ukraine, including Kyiv, Poltava, Dnipro, Odessa, to address the rapidly evolving situation. Trucks are moving across the country to provide medical supplies and other assistance whilst other convoys with essential aid will arrive in the coming days., The ICRC has sent some 140 additional staff to the region, among them medical workers including surgeons, psychologist, weapon contamination specialists, engineers, logisticians, and others who can make an immediate difference to people in need., The ICRC continues its bilateral and confidential dialogue with the parties to the conflict. Conduct of hostilities, protection of the civilian population and obligations under international humanitarian law are all topics that have been raised., From 9 March to 25 March, the ICRC in partnership with the Ukraine Red Cross Society (URCS) delivered the following assistance:, Medical:, War - wounded kits donated to hospitals in Kyiv, Odessa, Dnipro, Poltava, Zhytomyr and Donetsk., An ICRC surgical team arrived in Poltava to support the Regional Central Hospital. They trained 25 senior personnel (surgeons, anesthetist and ER doctors) on ""damage control resuscitation"" for war wounded. Medical supplies, drugs and materials were donated to the Poltava Regional authorities to assist several structures caring for war wounded and civilians/IDPs., Donation of drugs for non-communicable diseases to Odessa Regional Hospital and insulin to a children's hospital in Kyiv and in Dnipro., Donated hygiene items in Sviatohirsk to over 2000 people and across 7 shelters in Vinnytsia., First aid training (both physical and psychological) given to volunteers and staff across the country., Team in Kyiv supported facilities for vulnerable people, like elderly and mental health patients, with donations of wheelchairs and hygiene items. Some 50 tons of fuel donated for ambulances., Psychological support sessions offered in shelters throughout Kyiv and Severodonetsk. The ICRC also supports the 24/7 URCS hotline with dedicated psychologists, Food, water and relief items:, In Dnipro, our team distributed around 1200 sleeping mats for people displaced by fighting. We also continue to provide essentials, like water, tea and soap, to people arriving at the train station., Nearly 9500 kg of wheat flour distributed to cover needs of thousands of people in different locations - shelters in Avdiivka; houses for elderly, children and mental health institutions in Kramatorsk and Sloviansk; and donated to Red Cross partners., In Popasna, financial support to the UCRS meant 500 families received desperately needed food like bread, water and pasta., In Lysychansk and Severodonetsk, 2.50 tons of food items and hygiene materials were donated to support local shelters - covering the basic needs of approximately 1000 people., In Donetsk area, food items were distributed in Sviatohirsk to internally displaced persons, food and hygiene items donated to local authorities in Kuybyshevskiy and Dokuchaevsk., In Donetsk, supplies like tarpaulin and plastic sheets meant urgent repairs could be made to reinforce homes for over 1,200 people in Makeevka, Novoazovskyi, Pervomaisk and Dokuchaevsk., Around 9 800 liters of bottled water were donated to cover immediate drinking water shortage in Dokuchaevsk. 188 generators donated to Kyiv municipality.",https://reliefweb.int/report/ukraine/ukraine-icrc-scales-response-meet-urgent-needs-enru
Ukraine: Civilian casualties as of 24.00 24 March 2022 [EN/RU/UK],News and Press Release,OHCHR,Protection and Human Rights,25 Mar 2022,"From 4 a.m. on 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 24:00 midnight on 24 March 2022 (local time), the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 2,788 civilian casualties in the country: 1,081 killed and 1,707 injured. This included:, a total of 1,081 killed (219 men, 165 women, 15 girls, and 30 boys, as well as 48 children and 604 adults whose sex is yet unknown), a total of 1,707 injured (189 men, 146 women, 28 girls, and 23 boys, as well as 69 children and 1,252 adults whose sex is yet unknown), o In Donetsk and Luhansk regions: 1,240 casualties (344 killed and 896 injured), On Government-controlled territory: 957 casualties (285 killed and 672 injured), On territory controlled by the self-proclaimed ‘republics’: 283 casualties (59 killed and 224 injured), o In other regions of Ukraine (the city of Kyiv, and Cherkasy, Chernihiv, Kharkiv, Kherson, Kyiv, Mykolaiv, Odesa, Sumy, Zaporizhzhia, Dnipropetrovsk and Zhytomyr regions), which were under Government control when casualties occurred: 1,548 casualties (737 killed and 811 injured), Most of the civilian casualties recorded were caused by the use of explosive weapons with a wide impact area, including shelling from heavy artillery and multiple-launch rocket systems, and missile and air strikes., OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol and Volnovakha (Donetsk region), Izium (Kharkiv region), Sievierodonetsk and Rubizhne (Luhansk region), and Trostianets (Sumy region), where there are allegations of numerous civilian casualties. These figures are being further corroborated and are not included in the above statistics., OHCHR notes the report of the Prosecutor General’s Office of Ukraine, according to which as of 8 a.m. (local time) 25 March, 135 children had been killed and 184 injured. OHCHR also notes the report of the Head of the Investigative Department of the National Police of Kharkiv region, according to which as of 6 p.m. (local time) 24 March, 306 civilians had been killed in the region, including 15 children.",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-24-march-2022-enruuk
Situation Report: Kyiv in the Crosshairs,Analysis,COAR,"Coordination
Protection and Human Rights",25 Mar 2022,"As the Kremlin’s forces approach Kyiv, many inhabitants have fled, and those who remain face an uncertain future. While essential supplies are available and public services continue, civilians are dealing with numerous threats to their safety, livelihoods, and health. The situation could rapidly deteriorate if Russian forces use similar tactics against Kyiv as they have against cities like Grozny, Aleppo, and now Mariupol. Aid actors must immediately prepare for the possibility of a Russian advance into the capital., This situation report detailing the state of aid in Kyiv is COAR Global's first public report on the Ukraine crisis. It examines the state of things on the ground and aid strategies for Kyiv and Ukraine more broadly. Actors must take into account the nature of the belligerents: Ukraine’s authorities and military are striving to meet their citizens’ needs, while Russia is instrumentalizing aid even as its forces target Ukraine’s civilian infrastructure. Aid organizations should be understandably leery of the appearance that humanitarian aid and military support are commingled or directed to the same target populations, practices which raise thorny questions concerning principles of neutrality. Instead, they should emphasize the need to fill gaps in and strengthen existing aid structures and modalities by supporting and collaborating with Ukrainian authorities and civil society rather than competing with them.",https://reliefweb.int/report/ukraine/situation-report-kyiv-crosshairs
"Ukraine - Complex Emergency Fact Sheet #8, Fiscal Year (FY) 2022",Situation Report,USAID,"Contributions
Food and Nutrition
Health
Logistics and Telecommunications
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",25 Mar 2022,"SITUATION AT A GLANCE, 1,081 Civilian Deaths Resulting from the Conflict
OHCHR – March 2022, 3.7 MILLION Refugees Fleeing Ukraine to Neighboring Countries
UNHCR – March 2022, 6.5 MILLION People Internally Displaced Across Ukraine
IOM – March 2022, 6 MILLION People Identified to Receive Humanitarian Assistance in Ukraine UN – March 2022",https://reliefweb.int/report/ukraine/ukraine-complex-emergency-fact-sheet-8-fiscal-year-fy-2022
UN Human Rights Office to release its new report on Ukraine [EN/UK/RU],News and Press Release,OHCHR,Protection and Human Rights,25 Mar 2022,"UN Human Rights Office to release its new report on Ukraine, UZHHOROD (25 March 2022) -- UN Human Rights will release a briefing note, prepared by the UN Human Rights Monitoring Mission in Ukraine (HRMMU), on the human rights situation in the country following the Russian Federation's military attack against Ukraine on 24 February 2022., Matilda Bogner, Head of Mission, will present UN Human Rights findings at a press conference at 10:00 on Monday, 28 March 2022, at the Uzhhorod Press Club (15/4 Zhupanatska Street, Uzhhorod)., The briefing note includes findings up to 21 March 2022 and will be issued alongside the 33rd periodic report on the human rights situation in Ukraine, which covers the period from 1 August 2021 to 31 January 2022. The press conference will focus solely on the briefing note and the grave human rights concerns that HRMMU has recorded since the Russian Federation's military attack on 24 February., The press conference will be in English, with interpretation into Ukrainian and sign language. Any journalists attending the press conference should seek accreditation in advance by emailing consultant.girniak@un.org, A live stream will be available: in English and Ukrainian. You are invited to watch it online, with the possibility of raising questions in a chat box. The recordings of the presentation will be also available in English and Ukrainian., *Background: The UN Human Rights Monitoring Mission in Ukraine (HRMMU) was deployed in 2014. It operates at the invitation of the Government of Ukraine to monitor, report and advocate on the human rights situation in the country, with a particular focus on the conflict area in eastern Ukraine and the Autonomous Republic of Crimea and the city of Sevastopol, occupied by the Russian Federation. Since 24 February 2022, when the Russian Federation began its armed attack on Ukraine, the Mission has been closely monitoring its impact on human rights across the country. Every day, human rights officers speak to victims and witnesses of human rights violations in all corners of the country. *, ENDS, For more information or interviews, please contact: Kateryna Girniak at +380504868364 or e-mail consultant.girniak@un.org, Управління ООН з прав людини публікує нову доповідь по Україні, In English below / На русском языке ниже, УЖГОРОД (25 березня 2022 року) -- Управління Верховного Комісара ООН з прав людини оприлюднить інформаційну довідку, підготовлену Моніторинговою місією ООН з прав людини в Україні (ММПЛУ), про ситуацію з правами людини в країні після військового нападу Російської Федерації на Україну 24 лютого 2022 року., Голова Місії Матільда Богнер презентуватиме висновки Управління Верховного Комісара ООН з прав людини на пресконференції в Ужгородському пресклубі (вул. Жупанацька, 15/4, Ужгород) у понеділок, 28 березня о 10:00., Інформаційна довідка містить висновки у період з 24 лютого до 21 березня 2022 року та буде опублікована разом із 33-ю періодичною доповіддю про ситуацію з правами людини в Україні, яка охоплює період з 1 серпня 2021 року по 31 січня 2022 року. Пресконференція буде присвячена виключно іноформаційній довідці і серйозним порушенням прав людини, які ММПЛУ зафіксувала після військового нападу Російської Федерації 24 лютого., Пресконференція проходитиме англійською мовою з перекладом на українську мову та мову жестів. Журналістам, які бажають відвідати пресконференцію, необхідно заздалегідь отримати акредитацію, написавши на адресу consultant.girniak@un.org, Онлайн трансляція конференції буде доступна англійською та українською мовами. Ви також зможете задати запитання у вікні чату. Запис презентації буде доступний англійською та українською мовами., Довідкова інформація: Моніторингова місія ООН з прав людини в Україні (ММПЛУ) розпочала роботу у 2014 році. Місія працює на запрошення Уряду України для моніторингу, звітування та адвокації щодо ситуації з правами людини в країні, з особливим акцентом на зону конфлікту на сходу України та Автономну Республіку Крим та місто Севастополь, окупованих Російською Федерацією. З 24 лютого 2022 року, коли Російська Федерація розпочала збройний напад на Україну, Місія уважно стежить за її впливом на права людини по всій країні. Щодня правозахисники та правозахисниці спілкуються з жертвами та свідками порушень прав людини в усіх куточках країни., КІНЕЦЬ, За додатковою інформацією чи інтерв'ю звертайтесь до Катерини Гірняк за номером +380504868364 або електронною поштою consultant.girniak@un.org, Управление ООН по правам человека публикует новый доклад по Украине, УЖГОРОД (25 марта 2022 года) -- Управление Верховного Комиссара ООН по правам человека опубликует информационную записку, подготовленную Мониторинговой миссией ООН по правам человека в Украине (ММПЧУ), о ситуации с правами человека в стране после военного нападения Российской Федерации на Украину 24 февраля 2022 года., Глава Миссии Матильда Богнер представит выводы Управления Верховного Комиссара ООН по правам человека на пресс-конференции в Ужгородском пресс-клубе (ул. Жупанацкая, 15/4, Ужгород) в понедельник, 28 марта в 10:00., Информационная записка содержит выводы в период с 24 февраля до 21 марта 2022 года и будет опубликована вместе с 33-м периодическим докладом о ситуации с правами человека в Украине, который охватывает период с 1 августа 2021 года по 31 января 2022 года. Пресс-конференция будет посвящена исключительно иноформационной записке и серьезным нарушениям в области прав человека, зафиксированным ММПЧУ после военного нападения Российской Федерации 24 февраля., Пресс-конференция будет проходить на английском языке с переводом на украинский язык и язык жестов. Журналистам, которые хотят посетить пресс-конференцию, необходимо заранее получить аккредитацию, написав по адресу consultant.girniak@un.org, Онлайн-трансляция конференции будет доступна на английском и украинском языках. Вы также можете задать вопросы в окне чата. Запись презентации будет доступна на английском и украинском языках., Справочная информация: Мониторинговая миссия ООН по правам человека в Украине (ММПЧУ) начала работу в 2014 году. Миссия работает по приглашению Правительства Украины для мониторинга, отчетности и адвокации о ситуации с правами человека в стране, с особым акцентом на зону конфликта на востоке Украины и Автономную Республику Крым и город Севастополь, оккупированных Российской Федерацией. С 24 февраля 2022 года, когда Российская Федерация начала вооруженное нападение на Украину, Миссия внимательно следит за ее влиянием на права человека по всей стране. Каждый день правозащитники и правозащитницы общаются с жертвами и свидетелями нарушений прав человека во всех уголках страны., КОНЕЦ, За дополнительной информацией или интервью обращайтесь к Катерине Гирняк по номеру +380504868364 или по электронной почте consultant.girniak@un.org",https://reliefweb.int/report/ukraine/un-human-rights-office-release-its-new-report-ukraine-enukru
Ukraine war: WFP poised to support next phase of relief effort,News and Press Release,WFP,Food and Nutrition,25 Mar 2022,"Assessment on border with Slovakia shows how the World Food Programme and other agencies can provide support inside the country, says Jean-Martin Bauer, The day I visit Uzhhorod with a World Food Programme (WFP) assessment team, we are told that 11 trains, each carrying 2,000 passengers, are due from Kharkiv and Kyiv. We are on the border with Slovakia in the west of Ukraine., One month into the conflict, there are an estimated 500,000 displaced people in the Zakarpatska region – around three hours from the main conflict zones., Across the country, almost 6.5 million people have been internally displaced and 3.5 million have left the country. Assessing the needs of a vast, moving population amid a volatile security situation is challenging., The food supply chain is broken. WFP believes 45 percent of Ukrainians are currently worried about finding enough to eat – we have mobilized food supplies to assist 3 million people inside the country for one month. So far WFP has reached 716,000 – over the next four weeks that should increase to 2.4 million people., Urgent funds are needed to enable WFP to extend its support to places such as Uzhhorod, and to continue serving countries such as Afghanistan, Syria and Ethiopia which are being squeezed as the war shoots up the prices rises for food and fuel – Ukraine and Russia are major wheat exporter., At the start of the year, global inflation had already pushed the price WFP paid for food up by US$42 million a month. The conflict has since driven up food and fuel prices, compounding global supply chain challenges, and adding another US$29 million to WFP’s monthly costs. Today, we are being forced to pay an estimated US$71 million more a month for our operations than in 2019 – a 44 per cent rise., To scale up in Ukraine, WFP is calling for US$590 million – so far we've received only US$112 million., Displaced people arriving in Uzhhorod receive a bright purple box with freshly made sandwiches, as well as flyers explaining how to apply for Government assistance. The city has set up a soup kitchen, which makes 10,000 sandwiches every day. A sense of determination and camaraderie here is palpable., Volunteers of all ages, wearing blue plastic gloves, slather generous helpings of butter on white bread, topped off with slices of cheese and ham., People – mostly women and children – who stay longer in Uzhhorod and who require help, receive vouchers for two hot meals at the soup kitchen. The effort is run seamlessly by hundreds of volunteers and the local government. However, food is running out., WFP ready to support, “We had a budget for 1 million people, not 1.5 million,” said Petro Dobromilskyy, Director of Social Services for Zakarpatska region. “We’re doing what we can but can’t keep this up much longer.”, Groups of vans bringing food and other essential items are also expected to peter out. UN agencies, including WFP, are working with partners, including Government and local and international NGOs, to start providing cash transfers, so people who need help can buy the foods they want, boosting the town’s beleaguered economy., Getting an emergency food programme going involves dealing with many uncertainties: these include supermarkets shifting to new suppliers because of the war and fuel shortages. It’s possible WFP might need to shift from cash assistance to food, and back again. But there is one important factor: assisting an ongoing, well-structured local effort is so much easier than setting up a programme from scratch. It’s also a path to scale assistance to other areas., Encouragingly, Government capacity is intact. This means the best solution to deliver food assistance is to plug right into the robust systems that are in place, so we don’t duplicate, and so the Government can resume when it’s ready. We also plan to work closely with grassroots organizations so that no one is left behind, and has access., This approach is similar to what WFP country offices from Haiti to Bangladesh have been doing for years – delivering food assistance through national systems. With the obvious difference that Ukraine is an active, rapid-response setting. This means that unlike other cases, where we’ve delivered through national safety nets, WFP in Ukraine will likely need to be highly flexible because of the many uncertainties involved. And this is where our global experience as a provider of all types of food assistance – including cash transfers, supermarket vouchers, in-kind food and supporting bakeries – makes us ready to get the job done in Ukraine.",https://reliefweb.int/report/ukraine/ukraine-war-wfp-poised-support-next-phase-relief-effort
Ukraine Humanitarian Supplies and Pipeline (as of 25 March 2022) [EN/UK],Infographic,OCHA,"Coordination
Education
Food and Nutrition
Health
Logistics and Telecommunications
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",25 Mar 2022,"HUMANITARIAN SUPPLIES AND PIPELINE, The table below shows available information on the relief item pipeline for several major United Nations agencies and INGOs in terms of relief items delivered, what is currently in Ukraine and what is planned to come in the coming days. This does not include additional relief items that have been brought in by other Cluster partners with support from the UN. The United Nations expects to keep scaling-up over the coming days.",https://reliefweb.int/report/ukraine/ukraine-humanitarian-supplies-and-pipeline-25-march-2022-enuk
Ukraine: 2022 Flash Appeal Funding Snapshot (as of 24 March 2022) [EN/UK],Infographic,OCHA,"Coordination
Education
Food and Nutrition
Health
Logistics and Telecommunications
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",24 Mar 2022,,https://reliefweb.int/report/ukraine/ukraine-2022-flash-appeal-funding-snapshot-24-march-2022-enuk
Ukraine Humanitarian Response: Estimated People Reached (as of 24 March 2022) [EN/UK],Infographic,OCHA,"Food and Nutrition
Health
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",24 Mar 2022,,https://reliefweb.int/report/ukraine/ukraine-humanitarian-response-estimated-people-reached-24-march-2022-enuk
Ukraine: 3W - Operational Presence Map (as of 24 March 2022),Map,OCHA,"Coordination
Education
Food and Nutrition
Health
Mine Action
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",24 Mar 2022,,https://reliefweb.int/map/ukraine/ukraine-3w-operational-presence-map-24-march-2022
