title,type,source,theme,date,body,link
Joining Forces partnership calls for urgent actions to be taken to protect children and their families in Ukraine,News and Press Release,Save the Children,"Education
Health
Protection and Human Rights
Safety and Security",11 Apr 2022,"The war in Ukraine has created a major humanitarian and child protection crisis, jeopardizing the lives of millions of children, tearing families and communities apart, and creating devastating impacts that children will feel for years to come., Joining Forces, an alliance of the six largest international NGOs working with and for children to secure their rights and end violence against them, is deeply concerned about the plight of the children who are enduring the brunt of this conflict. Indiscriminate and disproportionate attacks on schools, hospitals, homes, childcare institutions, and other civil infrastructure are violations of international humanitarian law and we condemn these attacks in the strongest terms., Due to the ongoing conflict, more than 1.8 million children have fled Ukraine in the last weeks. They are overwhelmingly exposed to traumatic experiences, and many suffer from lack of access to basic and necessary services, including education, health care, food and clean water. Girls, unaccompanied and separated children, children in institutional care, and children with disabilities are particularly vulnerable and at heightened risk of violence, sexual exploitation, abuse and human trafficking., The conflict is another threat to children’s well-being, following years of the COVID-19 pandemic that has rolled back progress on children’s rights such as increased poverty, disruptions in learning, and reduced access to social service providers., The Joining Forces partners call for the following urgent actions, which are needed for the care and protection of children and their families:, 1 Children must be protected. All parties must fulfill their obligations under international laws relevant to children. Children are not a target. During armed conflict, international humanitarian law provides general protection for children as persons not taking part in hostilities and special protection as vulnerable persons. All parties must fulfil obligations in the promotion of Security Council Resolutions on Children in Armed Conflict, and prevent the recruitment, use, sexual exploitation and sexual violence against girls, boys and adolescents who are at risk of suffering the six grave violations against children in conflict., 2 The immediate cessation of hostilities until a lasting ceasefire is negotiated and there is a pathway to sustainable peace. The ongoing, indiscriminate violence against civilians must stop. Civilians must be allowed to leave for safer areas., 3 Ensure unimpeded, safe and rapid humanitarian access to all those in need across Ukraine. All parties to the conflict must respect, uphold and enforce obligations under international humanitarian law and the Core Humanitarian Standard., 4 Provide humanitarian aid (protection services, food, shelter, medical care, mental health and psychosocial support) to meet the needs of children, their families and/or their caregivers in Ukraine and in neighboring countries. Humanitarian efforts should support and strengthen child protection systems in neighbouring countries and coordinate with the appropriate authorities within Ukraine. Mental health and psychosocial support services aligned with the Inter-Agency Standing Committee Guidelines on Mental Health and Psychosocial Support are essential in response to the fear, anxiety, and psychological trauma children are facing., 5 Prevent and respond to all forms of violence against children. The care, protection and rights of all children need to be prioritised and all forms of violence against them must be stopped. This conflict has put children and young people, particularly girls, at significant risk of violence. It is essential that urgent support is delivered to provide holistic programs that address violence against children including sexual and gender-based violence. This includes prioritising funding for child protection and gender-based violence sectors, ensuring resources are available for prevention, and responses meet the ever-growing needs of affected children and young people., 6 Take immediate action to protect and provide services for an estimated 100,000 children – a significant proportion of whom have disabilities – living in institutions inside Ukraine. These children need urgent protection from the ongoing fighting. Their specific needs must be met as a matter of urgency, including contingencies for safe evacuation when it is in their best interests and guaranteeing the highest safeguarding standards. These children are located in facilities that may be in areas of active conflict and they may be without the nurturing care and protection of a parent or caregiver, leaving them, and particularly girls, at heightened risk of injury, mortality, exploitation, neglect, violence and trafficking., 7 Ensure no child is unaccounted for: Prioritize an effective interagency data management system in partnership with national authorities to identify, register and enable the referral of children who are separated or unaccompanied, including children who were in alternative care prior to the conflict. This should build on pre-existing initiatives (like the CPIMS+ and ProGres) and be operational both across Ukraine and in reception countries to account for children in/from institutions alongside unaccompanied and separated children, in particular in the case of cross-border relocation., 8 Ensure equitable treatment at borders prioritising the most vulnerable, and ensure that children, their families and/or caregivers are not subject to any form of discrimination on the basis of race, religion, country of origin, gender, age, ability, sexuality or other perceived differences, as well as special protection of unaccompanied and separated children to prevent exploitation and trafficking., 9 Provide protection and quality emergency care to all children and adults fleeing the conflict, with particular care to strengthen protection frameworks, establish family tracing and reunification procedures, and prevent exploitation, abuse and trafficking for children without parental care, children with disabilities, and girls who are at increased risk of sexual and gender-based violence. This must include:
(a) The creation of child-friendly spaces where children can play, learn and express themselves as they start to come to terms with the conflict and the impact on their lives;
(b) Immediate access to essential services, including mental health and psychosocial support provided in the language of the children and their caregivers;
(c) Multi-sectoral response programming in line with the Child Protection and Gender-Based Violence Minimum Standards and Minimum Initial Service Package for Sexual and Reproductive Health in Crisis Situations;
(d) Coordination amongst national authorities and international and national agencies to ensure the identification, registration and referral of unaccompanied and separated children crossing borders; preventing the separation of children from their families or primary caregivers; and supporting family tracing and reunification, when it is in the best interest of the child;
(e) Interim alternative care in line with the UN Guidelines for the Alternative Care of Children and the Child Protection Minimum Standards. Trained professionals should be ready to support children without parental care fleeing from Ukraine, including foster and residential care professionals, interpreters and psychologists. Authorities and agencies responsible for the oversight of alternative care should ensure regulation and monitoring of care services to meet the best interests and rights of all children.
(f) Provision of cash and voucher assistance to affected families; and
(g) Access to safe, quality education in line with the Safe Schools Declaration outlining a political commitment to protect education from attack and the Guidelines for Protecting Schools and Universities from Military Use during Armed Conflict. The Declaration and Guidelines have been endorsed by Ukraine., 10 Provide a continuum of care for all children affected by the conflict, linking humanitarian response systems to domestic child protection systems in Ukraine and in countries of transit and destination. Such systems should include measures to support families to stay together; protection, education, and quality alternative care; prioritising family-based care when in the best interests of the child, for children who have lost parental care, and specialised support for girls and children with disabilities. These efforts must connect to longer-term plans to build strong welfare and protection systems., 11 Protect the rights of child human rights defenders who are taking action, as they have the right to freedom of peaceful assembly, association and expression, as well as the rights of humanitarian and frontline workers, including those guaranteeing assistance to children affected by hostilities.",https://reliefweb.int/report/ukraine/joining-forces-partnership-calls-urgent-actions-be-taken-protect-children-and-their
"Operational Update: 294 Medical Aid Shipments to 10 Countries, Ukraine and the US Included",News and Press Release,Direct Relief,Health,8 Apr 2022,"With war in its seventh week, more aid enters Ukraine., Over the past seven days, Direct Relief delivered 294 shipments of requested medical aid to 31 U.S. states and territories and 11 countries worldwide, including Ukraine., The shipments contained 20.9 million defined daily doses of medication, including PPE, Covid-19 therapies, diabetes medication, and cancer treatments., To Ukraine, Direct Relief shipped medications to be used in case of a chemical weapons attack – 220,000 vials of atropine, which can mitigate the effects of a chemical weapon like sarin gas., Another eight-ton shipment of medical aid arrived in Moldova to support its health system as it welcomes Ukrainians fleeing war. Cancer therapies, mental health medications and respiratory therapies, among other medications, were part of the requested shipment., Field medic packs have been part of Direct Relief’s ongoing support for Ukraine. They contain items for triage care on the battlefield or anywhere improvised care is needed., UNITED STATES, Direct Relief delivered 277 shipments containing 736,262 doses of medications over the past week to the following US-based organizations., WORLDWIDE, This week, outside the U.S., Direct Relief shipped more than 20.2 million defined daily doses of medication., Countries that received medical aid over the past week included:, YEAR TO DATE, Since January 1, 2022, Direct Relief has delivered 4,985 shipments to 1,314 healthcare organizations in 51 U.S. states and territories and 64 countries., These shipments contained 116.2 million defined daily doses of medication valued at $516.8 million (wholesale) and weighing 6.3 million lbs., IN THE NEWS, The Wall Street Journal: Ukraine’s Health Ministry Orders Antidote to Chemical Weapon – “The humanitarian organization Direct Relief said it has fulfilled a request from Ukraine’s Ministry of Health for some 220,000 vials of a drug that can be used to mitigate the effects of a chemical weapon. The drug, called atropine, can raise heart rates and help reduce mucus secretions in a person’s lungs or airway. It can halt the effects of poisoning from certain nerve agents if deployed quickly enough. Direct Relief previously distributed the drug to Syrian medical workers after they came under attack in 2017 from the nerve gas sarin and other chemical agents. ‘Direct Relief is sending this medication with the unmitigated hope that an attack warranting its use never occurs,’ said Alycia Clark, Direct Relief’s director of pharmacy and clinical affairs. The organization said it sent the shipment to Ukraine earlier this week from its pharmaceutical warehouse in Santa Barbara, Calif.“, ReliefWeb: Medical Aid Arrives in Moldova from Direct Relief– “More than 380,000 Ukrainians have crossed the border into Moldova since Russia’s invasion. Most have moved to other countries after arrival, but at least 100,000 remain in the country of 2.6 million people. Moldova shares eight official border crossing stations with Ukraine, according to data from the United Nations Office for the Coordination of Humanitarian Affairs.”, CNN: Breathtaking prints by National Geographic photographers on sale in aid of Ukraine – “Vital Impacts has partnered with National Geographic photographers to sell their work, with 100% of profits going to Direct Relief, a humanitarian organization currently working in Ukraine to provide medical aid to people affected by the war.”, Orion Magazine: Prints for Peace: 8 Awe-Inspiring Images from Around the World – “100% of the profits will be donated to Direct Relief, an organization working around the clock to provide humanitarian assistance to people affected by war and other crises.”, KSBY: Santa Barbara Co. Firefighters donate fire equipment to Ukraine – Santa Barbara County fire agencies are helping deliver equipment for firefighters in Ukraine. Firefighters donated old turnout gear, urban search and rescue gear, medical supplies, ropes, helmets and gear bagsThe effort was organized by local off-duty firefighters in support of Project Joint Guardian. As of Wednesday, the donations were being packed on pallets and weighed. Later this week, Direct Relief will receive the pallets and ship them to Ukraine., PC Invasion: Epic Games and Fortnite raised over $144 million in charity for Ukraine – “Epic Games committed all Fortnite profits from March 20 to April 3 to humanitarian relief efforts, focusing its income to help the people of Ukraine.”, Vogue: Impact Now • A Print Sale by Vital Impacts – “100% of the profits will be donated to Direct Relief who will allocate these funds to the regions in the world in most need of humanitarian aid.”",https://reliefweb.int/report/ukraine/operational-update-294-medical-aid-shipments-10-countries-ukraine-and-us-included
Perugia Declaration for Ukraine: Call for increased support of independent media and journalists in Ukraine,News and Press Release,IFEX,Protection and Human Rights,9 Apr 2022,"""The safety and security of all journalists to report freely are essential to ensure that the world understands the reality and facts of the ongoing war, including the humanitarian consequences."", This statement was published on gmfd.info on 7 April 2022., Members and partners of the Global Forum for Media Development have launched a declaration at the International Journalism Festival in Perugia in solidarity with media and journalists in Ukraine. The declaration has already been signed by over 60 organisations., #PerugiaDeclaration4Ukraine, Russia’s invasion of Ukraine has underlined once again the essential role of independent, ethical journalism in assisting citizens to make life-or-death decisions, informing the world, and holding the powerful to account., As a powerful antidote to the disinformation and propaganda that characterise hybrid warfare, and as a pillar of democracy upon which other freedoms and rights depend, journalism in Ukraine is undergoing a terrible assault., The targeting, torturing, and killing of journalists is abhorrent and must be stopped. Those responsible must be held accountable and brought to justice under national and international law. Vicious online attacks against news organisations and individual journalists must also cease. We condemn Russia’s attacks on press freedom and freedom of expression in Ukraine in the strongest possible terms., The safety and security of all journalists to report freely are essential to ensure that the world understands the reality and facts of the ongoing war, including the humanitarian consequences., We stand in solidarity with all journalists and independent media covering Russia’s aggression against Ukraine., The greater the threat to Ukrainian journalists’ lives, livelihoods, and ability to do their jobs, the greater will be our efforts to support them. Funding, protective gear, equipment, housing, training, office space in foreign cities, and psychosocial support – we will do everything we can to support our Ukrainian colleagues’ ability to continue reporting and serving the urgent needs of their audiences., A window of opportunity for journalism and journalists everywhere, In countries with access to independent sources of news, an often sceptical public are recognising the bravery, commitment and professionalism of journalists and media outlets, both Ukrainian and international. Even governments with hostile dispositions to free, independent media are being forced to acknowledge the vital role journalism plays in ensuring that the world sees the invasion of Ukraine for what it is. Tech companies too are waking up to the fact that not all information is equal, and that there is a moral imperative to give due prominence to professional, independent, public interest journalism., This nascent, new-found and rekindled recognition of journalism’s value among the public and policy makers is fragile. Ukrainian reporters and international journalists reporting from Ukraine have earned a window of opportunity. The greatest leaps of progress are often made in times of crisis. We, collectively, cannot afford to squander it., For the sake of the immediate future and safety of our Ukrainian colleagues, and the long term viability of independent, public interest journalism everywhere, this is a moment that we all need to rise to., For the benefit of media and journalists everywhere, we:, To international media and journalists, we ask that you:, To private and public donors and funders of professional journalism, we ask that you:, To the EU, EU member states, members of the Media Freedom Coalition and all states that care about the right to freedom of expression and access to information, we ask you to:, To technology, telecoms, internet intermediaries and advertisers, we ask you to:, We continue to stand in solidarity with all journalists around the world who work in areas of conflict or where freedom of expression is limited, to deliver trusted information in the public interest., Add your organisation as a signature to the declaration using this very short sign up form., **Signatories (individuals: speakers, attendees and friends of the International Journalism Festival):, Add your name to the declaration using this very short sign up form., Check out Perugia Declaration for Ukraine in Italian (Dichiarazione di Perugia per l’Ucraina), Ukrainian (Перуджійська декларація у підтримку України) and Russian (Перуджийская декларация в поддержку Украины)., Visit the International Journalism Festival’s YouTube channel here.",https://reliefweb.int/report/ukraine/perugia-declaration-ukraine-call-increased-support-independent-media-and-journalists
Joint Statement by EU and Ukrainian operators to help refugees from Ukraine stay connected,News and Press Release,EC,Logistics and Telecommunications,8 Apr 2022,"Ukraine: EU facilitates coordinated steps by telecom operators to help refugees stay connected, At a virtual event today, telecom operators based in the EU and in Ukraine have signed a joint statement on their coordinated efforts to secure and stabilise affordable or free roaming and international calls between the EU and Ukraine. The Commission and the European Parliament have facilitated this joint statement and welcome its signature by 27 operators, with more joining, in the EU and Ukraine, including several EU-wide groups, and the association representing several mobile virtual network operators (MVNO Europe). After a number of spontaneous voluntary initiatives took place, the joint statement aims to establish a more stable framework to help Ukrainians displaced throughout Europe to stay in touch with family and friends back home., The Russian war of aggression against Ukraine has disrupted the lives of millions of Ukrainians. An estimated 4.2 million refugees have fled to neighbouring countries, in particular to Poland, Slovakia, Hungary and Romania, from where they are progressively moving to other Member States. In the face of this immediate and growing humanitarian crisis, it is essential that Ukrainian refugees have access to affordable connectivity, so that they can stay in touch with their family and friends and that they can use the Internet and have access to reliable information. The initiative of several telecom operators to waive or reduce international call charges with Ukraine and roaming surcharges for displaced people in Europe is therefore very welcome, and should be put on a broader and sustainable footing., Margrethe Vestager, Executive Vice-President for a Europe Fit for the Digital Age, said: “The possibility to have contact to those who are dear to us and access to information is a lifeline in times of crisis. This is why, together with the European Parliament, we are supporting the initiatives of telecom operators to facilitate affordable mobile connectivity for people who have fled the war. Also we encourage for more similar measures that can make a real difference in these extraordinary circumstances.”, Thierry Breton, Commissioner for the Internal Market, said: “In this emergency situation many telecom operators have shown exceptional solidarity with the people fleeing Ukraine. Today they make an additional important step. We welcome the joint statement by European and Ukrainian operators to make it easier for those suffering from the Kremlin war to stay connected. This engagement will make it possible to have voluntary measures apply as widely as possible throughout Europe. People displaced across Europe will be able to phone home, and people in Ukraine will be able to phone loved ones abroad at affordable conditions.”, European Parliament rapporteur on the new roaming regulation Angelika Winzig (EPP, Austria), said: “I welcome today's important step towards true free roaming for Ukrainian refugees. Our joint efforts have paid off and as the rapporteur for the new roaming regulation, I am particularly grateful that we could facilitate this joint statement. By lowering the wholesale caps Ukrainian operators can more readily offer free roaming within the European Union to their customers, making it easier for them to stay in contact with their family and friends back in Ukraine. This way, no additional financial burden is placed on them during these challenging times. I look forward to building on this”., Joint action by EU and Ukrainian operators, After having reacted quickly to the humanitarian crisis with a number of voluntary measures across Europe, telecom operators have undertaken to further show their willingness to help and support Ukrainians in these tragic circumstances. Recognising the importance of connectivity in times of crisis, and under these exceptional circumstances, the aim of the joint statement is to establish a coordinated approach to ensure that both EU and Ukrainian operators can continue providing affordable connectivity to refugees from Ukraine. The operators are committing to implement voluntary measures, namely to lower wholesale charges for roaming and other charges they charge each other to enable international calls with Ukraine. This will minimise additional costs for both EU and Ukrainian operators, enabling each to cover their respective costs. At the same time, the Ukrainian signatories of this declaration commit to pass on the benefits of the voluntary measures applied by their EU partners to the end users., The joint statement has already been signed by 24 operators based in EU, including several EU-wide groups, the association representing several mobile virtual network operators (MVNO Europe) and all the 3 mobile operators based in Ukraine. A list is available here. The signature took place under the auspices and support of the Commission and the European Parliament, and it has also been facilitated by the Body of European Regulators for Electronic Communications, BEREC, and the Ukrainian national regulatory authority, NCEC. The broad support will allow to expand the voluntary measures to support affordable connectivity between the EU and Ukraine and to make them more stable and sustainable for as long as needed., The statement is open to all operators who wish to sign at any time, as from today, and shall apply for three months and will be reviewed to take into account the fast-changing situation, its humanitarian objectives and whether other longer-term measures by public authorities and/or industry would be more adequate. The Commission, BEREC and NCEC will continue to monitor the developments and the voluntary measures., Other actions undertaken by operators, The signatories of this joint statement have taken, as of the first days of this crisis, many actions to ensure connectivity across the board. Telecom operators based in the EU have distributed millions of SIM cards free of charge to refugees from Ukraine. A large and increasing number of refugees using such SIM cards are also benefiting from free international calls to Ukraine. Some EU operators have also enabled free roaming and provided free WiFi and charging in border areas or shelters. In parallel, Ukrainian operators, who keep the connectivity within Ukraine and with Ukraine functioning despite military aggression, have from the early days of this crisis ensured national roaming within the country and offered free international roaming to refugees who fled the war., EU funds can help improve communication, In parallel, EU Member States can make use of the European Social Fund (ESF) and the European Regional Development Fund (ERDF) in financing actions to provide refugees with access to essential services such as communication services. The ESF, for instance, may finance vouchers for refugees, which they can use to purchase mobile communication subscriptions (SIM cards). The ERDF can support secure local connectivity through investment in infrastructure and related equipment for the benefit of refugees. The Commission has made sure through its Cohesion's Action for Refugees in Europe (CARE) that there is flexibility in the rules of the ESF, the ERDF and the Fund for European Aid to the Most Deprived (FEAD) to allow a swift reallocation of available funding to emergency support in the current context. These measures would contribute to the sustainability of the voluntary measures by keeping the burden on private stakeholders on both the EU and Ukrainian side manageable.",https://reliefweb.int/report/ukraine/joint-statement-eu-and-ukrainian-operators-help-refugees-ukraine-stay-connected
Update 48 – IAEA Director General Statement on Situation in Ukraine,News and Press Release,IAEA,Disaster Management,10 Apr 2022,"Ukraine informed the International Atomic Energy Agency (IAEA) today that it had carried out the first staff rotation at the Chornobyl Nuclear Power Plant (NPP) in three weeks and only the second since late February when Russian forces seized the site, Director General Rafael Mariano Grossi said., The Director General welcomed the news as a much-needed positive step for the wellbeing of the NPP’s personnel and their families, who have been living and working under extremely stressful and difficult circumstances during the conflict. The shift change was also important for the safe and secure operation of the Chornobyl NPP, which was controlled by the Russian military for five weeks until they withdrew on 31 March, he said., During the armed conflict, Director General Grossi has often stressed the necessity of NPP workers being able to carry out their duties without undue pressure and to return to their homes and rest, something that many personnel at Chornobyl have been denied over the past month and a half. The previous change of staff on duty took place on 20-21 March, which in turn was the first since the Russian military entered the site on 24 February., However, the fact that those taking part in Saturday’s staff rotation had to be transported to and from the site by boat on the Pripyat River – as publicly reported by the national operator Energoatom – underlined that the situation at the NPP and the Exclusion Zone around it remained far from normal, he said., Energoatom said river transportation was currently the only way for people living in the city of Slavutych outside the Zone to get to the NPP, where radioactive waste management facilities are located following the 1986 accident., “While it is very positive that Ukrainian authorities are gradually restoring regulatory control of the Chornobyl site, it is clear that a lot of work remains to return the site to normality,” he said. “As soon as it is possible, I will head an IAEA mission to Chornobyl to conduct a radiological assessment there, resume remote safeguards monitoring of the facility and its nuclear material and deliver equipment, including spare parts and components, for the NPP’s safe and secure operation. I’m in close consultations with Ukraine on setting a date and organizing a programme of work for the visit, which is expected to take place soon.”, Ukraine also provided more information about the damage to the site’s analytical laboratories for radiation monitoring, saying the premises were destroyed and the analytical instruments stolen, broken or otherwise disabled. In addition, an associated Information and Communication Centre had been looted, parts of its communication lines destroyed, and the automated transmission of radiation monitoring data disabled., Ukraine informed the IAEA already last month that the Central Analytical Laboratory in Chornobyl town had been “looted by marauders” and that it could not confirm the safety and security of its calibration sources nor the condition of environmental samples stored there. Based on the information provided at that time, the IAEA then assessed that the incident did not pose a significant radiological risk., Regarding Ukraine’s 15 operational reactors at four sites, eight are currently connected to the grid, including two at the Russian-controlled Zaporizhzhya NPP, three at the Rivne NPP, two at the South Ukraine NPP, and one at the Khmelnytskyy NPP. The seven other reactors are shut down for regular maintenance or held in reserve., In relation to safeguards, the IAEA said that the situation remained unchanged from that reported previously. The Agency was still not receiving remote data transmission from its monitoring systems installed at the Chornobyl NPP, but such data was being transferred to IAEA headquarters from the other NPPs in Ukraine.",https://reliefweb.int/report/ukraine/update-48-iaea-director-general-statement-situation-ukraine
Ukraine: Civilian casualties as of 24:00 9 April 2022 [EN/RU/UK],News and Press Release,OHCHR,Protection and Human Rights,10 Apr 2022,"Date: 10 April 2022, From 4 a.m. on 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 24:00 midnight on 9 April 2022 (local time), the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 4,232 civilian casualties in the country: 1,793 killed and 2,439 injured. This included:, a total of 1,793 killed (458 men, 294 women, 27 girls, and 46 boys, as well as 69 children and 899 adults whose sex is yet unknown), a total of 2,439 injured (279 men, 213 women, 47 girls, and 46 boys, as well as 136 children and 1,718 adults whose sex is yet unknown) o In Donetsk and Luhansk regions: 1,880 casualties (642 killed and 1,238 injured)  On Government-controlled territory: 1,534 casualties (571 killed and 963 injured)  On territory controlled by the self-proclaimed ‘republics’: 346 casualties (71 killed and 275 injured) o In other regions of Ukraine (the city of Kyiv, and Cherkasy, Chernihiv, Kharkiv,
Kherson, Kyiv, Mykolaiv, Odesa, Sumy, Zaporizhzhia, Dnipropetrovsk and Zhytomyr regions), which were under Government control when casualties occurred: 2,352 casualties (1,151 killed and 1,201 injured)
Most of the civilian casualties recorded were caused by the use of explosive weapons with a wide impact area, including shelling from heavy artillery and multiple launch rocket systems, and missile and air strikes.
OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol (Donetsk region), Izium (Kharkiv region), Popasna (Luhansk region), and Borodianka (Kyiv region), where there are allegations of numerous civilian casualties. These figures are being further corroborated and are not included in the above statistics.
OHCHR notes the report of the Prosecutor General’s Office of Ukraine, according to which as of 8 a.m. 10 April (local time), 176 children had been killed and at least 336 injured.",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-9-april-2022-enruuk
Statement by UNICEF Ukraine Representative Murat Sahin on the attack on Kramatorsk train station [EN/RU/UK],News and Press Release,UNICEF,Protection and Human Rights,8 Apr 2022,"LVIV, Ukraine, 8 April 2022 - ""We strongly condemn the attack today on the train station in Kramatorsk, Ukraine. We do not know yet how many children were killed and injured in the attack, but we fear the worst. Kramatorsk train station has been the main route out for thousands of families evacuating from Donetsk oblast, which has seen some of the war’s worst destruction, to relatively safer areas in Ukraine., ""Earlier today, UNICEF offloaded medical kits and emergency supplies at Kramatorsk. Over the past week, UNICEF has delivered about 50 metric tons of life-saving supplies including medicines, water and hygiene kits to Kramatorsk to respond to rapidly deteriorating humanitarian conditions in the east. The UNICEF team was delivering life-saving supplies to the regional health department, a kilometre away from the train station when the attack took place., ""Civilians, particularly children, must be protected from harm. The killing of children must stop now."", Media contacts, Joe English
UNICEF New York
Tel: +1 917 893 0692
Email: jenglish@unicef.org, Nina Sorokopud
UNICEF Ukraine
Tel: +380 50 388 2951
Email: nsorokopud@unicef.org",https://reliefweb.int/report/ukraine/statement-unicef-ukraine-representative-murat-sahin-attack-kramatorsk-train-station
Update 47 – IAEA Director General Statement on Situation in Ukraine,News and Press Release,IAEA,Disaster Management,9 Apr 2022,"Ukraine informed the International Atomic Energy Agency (IAEA) today that it was gradually restoring regulatory control of nuclear and radiation safety at the Chornobyl Nuclear Power Plant (NPP) but that the site was still lacking personnel for maintenance and repair work that was halted when Russia took control of the plant in late February, Director General Rafael Mariano Grossi said., Providing an update about the situation at the Chornobyl NPP after Russian forces withdrew from the site last week, Ukraine said that despite “the increase in the level of radioactive contamination … due to non-conformity with requirements of radiation safety and strict access procedures”, the radiation situation is “within the limits” for the site., Ukrainian National Guards are ensuring physical protection at the site of the 1986 accident, where various radioactive waste management facilities are located, it said., However, it had not yet been possible to restore the operation of radiation and other sensors due to the absence of required maintenance and other specialised staff, Ukraine said. It added that this situation may also “lead to the failure of other systems and components important to safety” and that the inoperability of the equipment makes the comprehensive monitoring of key safety parameters at the site more complicated. NPP management was aiming to ensure staff rotation and to send additional personnel there for repairs, it said., Director General Grossi said Ukraine’s update further underlined the necessity for IAEA nuclear safety, security and safeguards experts to travel to the Chornobyl NPP as soon as it is possible. In close coordination and consultation with Ukraine, the IAEA is developing assistance packages and finalizing logistical preparations for sending several such missions to Chornobyl and other nuclear sites in the country in the coming weeks., The IAEA is aware of recent media reports about the situation at the Chornobyl NPP and the Exclusion Zone set up after the accident, but its experts can only conduct a radiological assessment at the site and deliver required safety-related equipment to the plant when they go there, the Director General said., Apart from the new information about Chornobyl, Ukraine said there had been no other developments related to nuclear safety and security over the past 24 hours., Regarding Ukraine’s 15 operational reactors at four sites, eight are currently connected to the grid, including two at the Russian-controlled Zaporizhzhya NPP, three at the Rivne NPP, two at the South Ukraine NPP, and one at the Khmelnytskyy NPP. The seven other reactors are shut down for regular maintenance or held in reserve., In relation to safeguards, the IAEA said that the situation remained unchanged from that reported previously. The Agency was still not receiving remote data transmission from its monitoring systems installed at the Chornobyl NPP, but such data was being transferred to IAEA headquarters from the other NPPs in Ukraine.",https://reliefweb.int/report/ukraine/update-47-iaea-director-general-statement-situation-ukraine
Ukraine: Civilian casualties as of 24:00 8 April 2022 [EN/RU/UK],News and Press Release,OHCHR,Protection and Human Rights,9 Apr 2022,"From 4 a.m. on 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 24:00 midnight on 8 April 2022 (local time), the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 4,149 civilian casualties in the country: 1,766 killed and 2,383 injured. This included:, Most of the civilian casualties recorded were caused by the use of explosive weapons with a wide impact area, including shelling from heavy artillery and multiple launch rocket systems, and missile and air strikes., OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol and Volnovakha (Donetsk region), Izium (Kharkiv region), Popasna (Luhansk region), and Borodianka (Kyiv region), where there are allegations of numerous civilian casualties. These figures are being further corroborated and are not included in the above statistics., OHCHR notes the report of the Prosecutor General’s Office of Ukraine, according to which as of 8 a.m. 9 April (local time), 176 children had been killed and at least 324 injured.",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-8-april-2022-enruuk
UNFPA calls for urgent action to protect the rights of women and girls affected by the war in Ukraine,News and Press Release,UNFPA,"Health
Protection and Human Rights",8 Apr 2022,"Statement of UNFPA Executive Director Dr. Natalia Kanem, “UNFPA is alarmed and deeply concerned about ongoing reports of rape and other forms of gender-based violence (GBV) in Ukraine. UNFPA is leading efforts in Ukraine to protect women and girls from multiple forms of gender-based violence, coordinating efforts with UN agencies, international and local partners. Our priority remains to prevent gender-based violence and to ensure that survivors receive the specialized health, psychosocial, financial, legal and other support they need during the current crisis and beyond., “Women and children, the vast majority of the 11.3 million people who have fled their homes, face increased risks to their health and safety as access to health and social services declines. There are reports of intimate partner violence; sexual violence, exploitation and abuse; and sexual harassment, along with a high risk of trafficking at borders., “Rape and other forms of sexual violence are serious violations of international humanitarian and human rights law and can constitute war crimes. UNFPA calls for the urgent investigation of sexual and other forms of gender-based violence and for the prioritization and funding of protection and life-saving services for women and girls., “Since the start of the conflict, UNFPA and partners, including national partners, have reached more than 1 million people, mostly women, with information about protection from gender-based violence and about the availability of sexual and reproductive health services and psychological support., “UNFPA is delivering life-saving services in Ukraine, including 13 metric tons of reproductive health supplies, medicines and equipment distributed to hospitals and mobile teams in Dnipro, Kharkiv, Kyiv, and Zaporizhzhia. We are supporting dozens of safe spaces, shelters and crisis rooms, and delivering dignity kits containing sanitary and hygiene items to women in need. But much more support is needed., “There can be no tolerance for rape and other forms of sexual violence and no impunity for the perpetrators. Together we must seek accountability and justice, and ensure that women’s and girls’ rights, including their right to health and to live free from violence, remain at the center of the humanitarian response.”",https://reliefweb.int/report/ukraine/unfpa-calls-urgent-action-protect-rights-women-and-girls-affected-war-ukraine
"Attacks against Civilians ‘Completely Unacceptable’, Stresses Secretary-General in Statement on Deadly Strike against Ukraine Railway Station",News and Press Release,UN SG,Protection and Human Rights,8 Apr 2022,"SG/SM/21235, The following statement was issued today by the Spokesman for UN Secretary-General António Guterres:, The strike on the Kramatorsk railway station in eastern Ukraine today, which killed and injured scores of civilians waiting to be evacuated, including many women, children and elderly, and other attacks against civilians and on civilian infrastructure are completely unacceptable. They are gross violations of international humanitarian law and international human rights law, for which the perpetrators must be held accountable., The Secretary-General reminds all parties of their obligations under international law to protect civilians and of the urgency to agree on humanitarian ceasefires in order to enable the safe evacuation of and humanitarian access to populations trapped in conflict. The Secretary-General reiterates his appeal to all concerned to bring an immediate end to this brutal war., For information media. Not an official record.",https://reliefweb.int/report/ukraine/attacks-against-civilians-completely-unacceptable-stresses-secretary-general
