title,type,source,theme,date,body,link
World Bank Approves Financing Package Totaling $610 Million to Address Urgent Needs in Ukraine,News and Press Release,World Bank,Health,20 Dec 2022,"Package Includes Additional Financing to Sustain Essential Services; New Project Supports Health Care Services, WASHINGTON, Dec. 20, 2022—The World Bank Group today announced a new financing package that includes projects to boost relief and recovery efforts for Ukraine amid the ongoing war. The World Bank will provide additional financing of $500 million through an IBRD loan that is supported by a guarantee from the United Kingdom for the same amount and mobilized under the Public Expenditures for Administrative Capacity Endurance (PEACE) Project. The World Bank will also support Ukraine with a new project to restore and improve access to health care and address new and urgent needs for health services due to the war., “Russia’s invasion of Ukraine continues to have devastating economic and humanitarian consequences, impacting the health sector, critical energy infrastructure, and transport networks,” said World Bank Group President David Malpass. “We welcome today’s financing support by our partners. The World Bank has mobilized $18 billion in emergency financing in support of the people of Ukraine since the beginning of the war, including commitments and pledges from donors, of which $15 billion has been disbursed.”, The additional $500 million in IBRD lending for the PEACE Project will help the Government of Ukraine with expenditures related to child and family benefits, salaries of public employees, and utility payments. Maintaining these critical public services is essential to limiting the loss of human capital and rebuilding the country and its economy after the war. To date, we estimate that 12 million people in Ukraine have benefitted from the PEACE project., The Health Enhancement and Life-saving (HEAL Ukraine) Project will improve and strengthen primary health care, address increased demand for mental health and rehabilitation services due to the war, restore and strengthen service delivery in hospitals that are facing capacity constraints, and support capacity building for key health institutions. The initial funding for the project includes a EUR 100 million IBRD loan, backed by a guarantee from the Government of Spain, and a $10 million grant from the Global Financing Facility for Women, Children, and Adolescents (GFF). Additional funds for the project are expected to grow to a total of $500 million, starting with an upcoming $10 million grant through the Ukraine Relief, Recovery, Reconstruction and Reform Trust Fund (URTF)., As of December 6, 2022, 507 healthcare facilities, equivalent to 5.5 percent of public providers, have been destroyed or damaged. Utilization of health services also significantly decreased during the first months of the war. In March 2022, the number of childhood vaccinations fell by 40 percent compared to the previous year and has not recovered. In September 2022, almost a third of people living in Ukraine reported that they could not afford to buy necessary medicines. In addition, the war has had a direct negative impact on the population’s mental health, exacerbating pre-existing issues that disproportionately affect women, including gender-based violence. War-related injuries have led to a significant increase in the need for rehabilitation services., The new financing package adds to several previously announced packages for the PEACE project, including the $1.49 billion Investment Project Financing (IPF) in June, the $4.5 billion in grant financing approved in August, the $530 million in loan guarantees in September 2022, and another $4.5 billion in grant financing approved in November 2022. See a full list of total World Bank Group mobilized financing for Ukraine., PRESS RELEASE NO: 2023/ECA/53, Contacts
In Washington
David Theis
+1 (202) 458-8626
dtheis@worldbankgroup.org",https://reliefweb.int/report/ukraine/world-bank-approves-financing-package-totaling-610-million-address-urgent-needs-ukraine
Humanitarian Response for Children Inside Ukraine Factsheet No.11 (1 - 30 November 2022),Infographic,UNICEF,"Education
Health
Protection and Human Rights
Water Sanitation Hygiene",20 Dec 2022,,https://reliefweb.int/report/ukraine/humanitarian-response-children-inside-ukraine-factsheet-no11-1-30-november-2022
Vetting and registration of volunteers and volunteer organisations supporting the Ukraine refugee response,Manual and Guideline,UNHCR,Protection and Human Rights,20 Dec 2022,"This document provides guidance to host States on the vetting and registration of volunteers and volunteer organisations. It also provides guidance to UN, NGO and other civil society actors on how they can support and complement State efforts through operational activities.",https://reliefweb.int/report/ukraine/vetting-and-registration-volunteers-and-volunteer-organisations-supporting-ukraine-refugee-response
ShelterBox’s Ukraine response receives funding boost,News and Press Release,ShelterBox,Shelter and Non-Food Items,20 Dec 2022,"A donation by the Z Zurich Foundation will help fund the charity’s work in Ukraine, ShelterBox’s vital and ongoing work supporting people affected by the war in Ukraine has been boosted thanks to a donation by the Z Zurich Foundation., As winter creeps in and temperatures dip as low as –15 degrees centigrade, the international disaster relief charity ShelterBox has essential aid in Ukraine designed to help people survive the long and bitter winter., With electricity and gas supplies limited, people are facing temperatures inside their homes that are potentially life threatening, which is why ShelterBox is giving people thermal blankets, clothing, emergency repair kits, solid fuel stoves, and a supply of firewood that will last the average family through the winter., A donation by the Z Zurich Foundation, a Swiss-based charitable foundation established by members of the Zurich Insurance Group, will help fund the charity’s work in Ukraine., “When the crisis started in February, the Z Zurich Foundation launched an immediate humanitarian response to support emergency efforts and assist people fleeing Ukraine,” says Gregory Renand, Head of the Z Zurich Foundation., “As winter sets in, the need for assistance is greater than ever. With this donation, we are also recognizing the commitment of our stakeholders who have joined forces and gone above and beyond to support the most vulnerable of this crisis. Doing the right thing when it matters the most is one of our core values.”, Trusts and Foundations Manager at ShelterBox, Natalie Pougher adds: “The support of partners like the Z Zurich Foundation is crucial to funding the work we’re doing to help people in Ukraine and around the world with emergency shelter and other essential aid items., “The humanitarian need in Ukraine is huge, especially with temperatures plummeting, and we’ll be doing everything we can to support people whose homes have been destroyed or damaged by the war. The funding from Z Zurich Foundation will directly help people living in freezing conditions in Ukraine to stay warm and dry this winter and we know from speaking to affected individuals what a life changing difference our aid can have.”, To find out more visit shelterbox.org., ENDS, For more information contact the press office at ShelterBox via pr@shelterbox.org., About ShelterBox, ShelterBox provides emergency shelter and other essential items to families who have lost their homes to disasters. With operational headquarters in Cornwall, the charity also has 14 affiliate organisations worldwide., The charity has been Rotary International’s project partner in disaster relief since 2012. ShelterBox has supported more than 2 million people since it was founded in 2000. www.shelterbox.org, About Z Zurich Foundation, The Z Zurich Foundation works alongside Zurich Insurance Group employees and other stakeholders as well as with governments and NGOs in pursuit of a future where people can thrive in the face of increasing climate hazards, where those of us feeling the stresses of life are empowered to speak up, and where the marginalized in our society can reach their full potential., The Z Zurich Foundation is a Swiss-based charitable foundation established by members of the Zurich Insurance Group. It is the main vehicle by which Zurich Insurance Group delivers on its global community investment strategy.",https://reliefweb.int/report/ukraine/shelterboxs-ukraine-response-receives-funding-boost
"Winter in Ukraine: over 25% of internally displaced people interviewed lack access to sufficient heating, more than 60% houses damaged, IRC initial analysis shows",News and Press Release,IRC,"Health
Protection and Human Rights
Shelter and Non-Food Items",20 Dec 2022,"Kyiv, Ukraine, December 20, 2022 — As the IRC continues its winter needs assessment in five oblasts, the initial results show that 25% of respondents did not have access to sufficient heating at time of interview, while 61.3% reported that their houses were in need of repair. The renewed waves of shelling last week severely impacted energy infrastructure and knocked out power in major cities, including Kyiv and Kharkiv, home to some of IRC’s teams, plunging vast parts of the country into darkness.**, The power, electricity, heating and water outages caused by ongoing attacks on civilian infrastructure are continuing to impact millions of people across Ukraine and severely impede humanitarian activities on the ground. With no internet or phone network, humanitarian workers are unable to communicate with local partners, suppliers and clients for long hours, which further hinders delivery of life-saving assistance., Michael Despines, IRC’s Regional Director for the Ukraine Crisis, said:, “Our teams are determined to stay and deliver, amidst blackouts and freezing winter temperatures.To date,thousands of people in Ukraine have received IRC’s emergency kits of basic essential items, including sleeping bags and warm blankets. One client told us the blankets distributed by the IRC are very useful to the families when they need to seek refuge inthe bomb shelters, ‘because it’s cold there, especially when there’s no electricity.’, “Our clients repeatedly tell us they are worried about making it through the winter months. People's capacity to cope with cold is further impaired by the destruction and failure of critical infrastructure, lack of heating and electricity, and the trauma of living under constant shelling. We are seriously concerned that these compounded factors will lead to a serious deterioration of the humanitarian situation and spark further displacement - and increase vulnerabilities of those who are forced to stay., “On top of conflict-related destruction, low temperatures can cause damage to power lines and failure of heating systems, putting the entire population at even more risk. 25% of people we have spoken to do not have access to sufficient heating. Over 60% reported their houses have been damaged, as the current weather conditions and ongoing shelling make it impossible to repair both individual homes and collective shelters for the displaced people., “Robust international support has prevented the worst case scenario from occurring in Ukraine, but that will only remain true as long as donors continue to adequately support the humanitarian response. We are in a race against the clock as the temperatures plummet across Ukraine - people are freezing and we need to do more.”, Notes to editors:, The IRC is distributing winter essentials in Dnipro, Kharkiv, Odesa, Mykolaiv, Zaporizhzhia and Kherson regions, including in some of the newly accessible areas., We are currently conducting arapid multi-sector needs assessmentmonitoring the winter needs in six oblasts of operations: Dnipro, Kharkiv, Mykolaiv, Odesa and Zaporizhzhia. To date, we have spoken to over 350 clients., Over the next few weeks, we will deliver additional winter kits to almost 22,500 people, equip 500 homes with solid fuel stoves and solid fuel, provide materials for almost 4500 homes requiring emergency repairs in Mykolaiv and beyond, supply 1,400 individuals with warm clothes and equip 4,500 people with heaters., We have already distributed - among others - over 15,000 blankets, 15,000 quilts, 15,000 sleeping bags, 10,000 thermos flasks, and 1,000 heaters in Kharkiv, Mykolaiv and Odesa., Our mobile clinic in Kharkiv is providing people with much needed medical help as the temperatures plummet., As of 30 November 2022, the IRC has reached over 400,000 individuals in Ukraine with humanitarian assistance. 62,022 individuals received emergency kits of basic essential items, including sleeping bags and blankets. 83,349 people have been supported with cash assistance to cover their basic needs, while 28,808 people received emergency protection services. We have supported 49 health facilities with urgently needed medical items, equipment, and pharmaceutical supplies., The IRC launched an emergency response to the war in Ukraine in February 2022, working directly and with local partners to reach those most in need. In Ukraine, we are focusing our response in the conflict-affected areas in the east and southeast. We are distributing essential non-food items, providing cash assistance to the most vulnerable households, improving access to health care, and providing a variety of tailor-made protection services, including safe spaces for women and children. Our emergency programmes are also active on the ground in Poland and Moldova. Responding along the entire arc of the crisis, we are running activities targeting Ukrainian refugees in Romania, Hungary, Slovakia, Czechia and Bulgaria, as well as in Germany, Italy, Greece and the UK.",https://reliefweb.int/report/ukraine/winter-ukraine-over-25-internally-displaced-people-interviewed-lack-access-sufficient-heating-more-60-houses-damaged-irc-initial-analysis-shows
Ukraine: Humanitarian Coordinator allocates $20 Million to support local organizations and volunteer groups on the forefront of the humanitarian response [EN/RU/UK],News and Press Release,OCHA,"Food and Nutrition
Health
Protection and Human Rights
Shelter and Non-Food Items
Water Sanitation Hygiene",20 Dec 2022,"(Kyiv, 20 December 2022): The Humanitarian Coordinator for Ukraine, Denise Brown, today announced the release of an additional US$20 million from the Ukraine Humanitarian Fund (UHF) to support more than 300 civil society organizations, community-based organizations and volunteer groups that have been working around the clock, to support millions of people impacted by the war in Ukraine., “These groups have always been the backbone of the humanitarian response in Ukraine and even more since the war started in late February. They are in the front line, taking risks to make sure people whose lives have been torn apart by months of war receive support for their daily needs: water, food, medicines, shelter when their houses have been damaged,” explained Denise Brown., The humanitarian community in Ukraine has had several meetings with these groups in different parts of the country. “The work they are doing is impressive. However, 10 months later, their resources are being exhausted, and they need support to sustain their vital assistance to the people of Ukraine,” said Denise Brown., With this new disbursement, OCHA-managed humanitarian funds will have allocated over $252 million for life-saving operations in Ukraine since the Russian Federation’s invasion started on 24 February, including $192 million from the UHF and $60 million from the Central Emergency Response Fund (CERF). More than $55 million has been channelled to projects and organizations supporting hospitals, displacement centres and other critical facilities with generators and people with winter supplies as Ukraine faces a severe energy crisis in the middle of the winter. “This wouldn’t have been possible without the incredible support of our donors. We thank them on behalf of the humanitarian community and the people of Ukraine,” concluded Denise Brown., ***, Note to editors:, The OCHA-managed Ukraine Humanitarian Fund is the largest of the world’s 20 active Country-Based Pooled Funds (CBPFs), which are established when a new emergency occurs or when an existing humanitarian situation deteriorates., Between 2019 and February 2022, the UHF allocated $24 million to 26 partners implementing 64 projects in the east of Ukraine to support at least 1.25 million people in need of humanitarian assistance., Since February, and with this new announcement, the fund has allocated nearly $192 million to support 109 projects of 56 partners, including 30 international NGOs, 18 national NGOs and 8 UN agencies. Some $44 million of the total allocations were channelled directly to national organizations., Also, since February, the UHF has expanded its partners’ base, increasing the number of eligible partners from 51 pre-war to 93 today, including 35 national NGOs., For further information, please contact OCHA Ukraine: Saviano Abreu, +380 50 422 3943, deabreuisidoro@un.org Nataliia Pushkaruk, +380 50 442 8374, nataliia.pushkaruk@un.org OCHA press releases are available at www.unocha.org or www.reliefweb.int.",https://reliefweb.int/report/ukraine/ukraine-humanitarian-coordinator-allocates-20-million-support-local-organizations-and-volunteer-groups-forefront-humanitarian-response-enruuk
"Ukraine: Situation Report, 19 Dec 2022 [EN/RU/UK]",Situation Report,OCHA,"Camp Coordination and Camp Management
Food and Nutrition
Health
Mine Action
Protection and Human Rights
Safety and Security
Shelter and Non-Food Items
Water Sanitation Hygiene",19 Dec 2022,"HIGHLIGHTS, ANALYSIS, Humanitarian situation overview, Regular waves of attacks on energy infrastructure continue to cause destruction and leave millions of people across Ukraine with no electricity, disrupting water supply and heating systems, while temperatures have fallen below zero in most parts of the country. The attacks have also damaged other civilian infrastructure, including homes, as well as killed and injured civilians across Ukraine over the past couple of weeks., The most recent attack in the early hours of 19 December, reportedly hit infrastructure in at least 6 of Ukrainian’s 24 oblasts – mainly in the centre and south of the country, injuring at least two civilians, and damaging several buildings in Kyivska oblast, according to the authorities. The authorities have implemented emergency power outages in 10 oblasts and in Kyiv. Earlier on 16 December, as another series of attacks swept over Ukraine, a baby and the mother were killed as a building was hit in Krivyi Rih, central Dnipropetrovska oblast. The strikes also damaged homes and other civilian infrastructure in several parts of the country, including during three reported explosions in Kyiv. Large-scale disruptions of water, power, heating, railway connections and mobile communications were reported all over the country. On 5 December, attacks resulted in power outages in 40 per cent of the capital Kyiv and disconnected the Internet due to the lack of power. Water in Odesa was cut as the main water pipe station was without power; damages also led to a full blackout across the city. Other parts of the country were also affected., Hostilities and heavy fighting in the country’s east and south continued to impact civilians and humanitarian workers in Khersonska oblast and on both sides of the front line in Donetska oblast. In Kherson, attacks have intensified over the past two weeks, and on 15 December, an aid distribution centre was hit, killing at least two people, including a humanitarian worker in the line of duty. Across the oblast, damages to schools, sports and community centres, medical facilities, residential buildings and energy systems have been reported. Attacks on humanitarian aid distribution points have also been reported in all Khersonska oblast rayons, according to humanitarian security reports. While the authorities have restored parts of the energy infrastructure in the city, continued attacks slow down the process and leave thousands without power, heating and water. The humanitarian situation for almost 183,000 people in Kherson and other parts recently retaken by Ukraine remains critical. Many houses require urgent repairs, which is especially dangerous as winter temperatures are keeping low. People need food, warm clothes, basic household and personal items, beds, mattresses and heating solutions. Access to safe water and hygiene is limited, which leads to an elevated risk of associated diseases., In Donetsk, in the areas under the temporary military control of the Russian Federation, the offices of two humanitarian NGOs were damaged during attacks on 5 and 6 December. The attacks not only caused damages to the premises, normally used for aid distribution but also vehicles belonging to the organizations. There were no casualties inside the buildings, civilians nearby were reportedly injured. Attacks are also regularly reported in Luhanska oblast, signifying the intensification of hostilities along the front line, as well as in Kharkivska and Zaporizka oblasts, with civilian casualties and damaged infrastructure reported., Mines and other explosive ordnance risks, Incidents involving mine accidents are increasingly being reported across the areas of Kharkivska, Khersonska and Mykolaivska oblasts. At least 15 incidents were reported in Khersonska and Mykolaivska oblasts since the middle of November, killing 8 people and injuring another 16. Almost all of the areas retaken by Ukraine in Khersonska oblast are considered at extremely high risk of contamination by explosives, according to oblast authorities. De-mining is crucial to allow agricultural activities to resume., Displacement, According to the International Organization for Migration (IOM), there are 5.9 Ukrainians internally displaced in Ukraine as of 5 December, a reduction from 6.5 million recorded at the end of October. Yet, in the past month some 680,000 people have been forced from their homes, 40 per cent of them fleeing from the east and 25 per cent from the south of the country. According to the IOM’s latest estimates, there is no evidence of a new massive wave of displacement due to low temperatures and energy crisis across most-affected oblasts as had been projected. Only 7 per cent of the people questioned during the latest General Population Survey are considering moving from their place of residence, while over 785,000 of those displaced are planning to remain and assimilate into their new communities.",https://reliefweb.int/report/ukraine/ukraine-situation-report-19-dec-2022-enruuk
"Ukraine Returns Report #3, (25 November - 5 December 2022) [EN/UK]",Assessment,IOM,"Food and Nutrition
Health
Protection and Human Rights
Shelter and Non-Food Items",20 Dec 2022,"Starting on 24 February 2022, a large-scale armed conflict in Ukraine triggered an unprecedented humanitarian crisis across the country, characterised, among other elements, by the displacement of a significant proportion of the Ukrainian population., As early as April 2022, the International Organization for Migration (IOM) began observing significant return movements. Conditions of return vary widely, as returnees arrive back to areas not directly affected by the war, but which have experienced a significant influx of internally displaced persons (IDPs), as well as to conflict-affected and recently de-occupied areas which have sustained severe damage. Due to the volatility of the current situation, it is impossible to determine what proportion of the returns observed at present are permanent or temporary. Existing data shows, however, that the returnee population in Ukraine is characterized by a unique set of needs and vulnerabilities which set it apart from those who had never been displaced and from the population of IDPs., To support partners in providing targeted, evidence-based assistance to those returning to their areas of habitual residence following a period of forced displacement, IOM presents the Ukraine Returns Report. This publication will strive to analyze IOM’s latest data on the situation and needs of the returnee population and on the conditions of return, collected through the Displacement Tracking Matrix (DTM) assessments conducted in the country., This December 2022 edition of the Ukraine Returns Report presents a detailed analysis of data collected through the eleventh round of IOM’s General Population Survey (GPS), conducted 25 November and 5 December 2022 among the adult population in Ukraine. The geographical scope of the assessment covers the entire territory of Ukraine, all five macro-regions (West, East, North, Centre, South, and the city of Kyiv), with the exception of the Crimean peninsula and the non-government-controlled-areas of Ukraine (NGCA). The general population survey was conducted using a random‐digit‐dial (RDD) approach, and 2,002 unique and anonymous respondents aged 18 and over were interviewed using the computer-assisted telephone interview (CATI) method.",https://reliefweb.int/report/ukraine/ukraine-returns-report-3-25-november-5-december-2022-enuk
Central Emergency Response Fund: Allocations in 2022 (As of 22 November 2022),Infographic,OCHA,Contributions,2 Dec 2022,"In 2022*, CERF allocated over $700 million to support millions of people in need of urgent assistance in some 40 countries., For the latest CERF allocations check out CERF data hub.",https://reliefweb.int/report/ukraine/central-emergency-response-fund-allocations-2022-22-november-2022
Trafficking in Persons [EN/UK],News and Press Release,USAID,"Health
Protection and Human Rights",16 Dec 2022,"THE CHALLENGE, Ukraine has been a source, transit, and destination country for human trafficking since the early 1990s. Men, women, and children are trafficked for the purposes of forced labor and begging and sexual and other forms of exploitation. The main countries of destination for trafficked Ukrainians have been the Russian Federation, Poland, and Turkey, as well as internal human trafficking within Ukraine. The problem has been exacerbated by Russia’s invasion of Ukraine in February 2022., Even before Russia’s invasion, Ukraine was already facing an increase in the scale of human trafficking caused by the COVID-19 pandemic and ongoing displacement from conflict-affected eastern Ukraine and occupied Crimea. The population is extremely vulnerable, an issue severely exacerbated by Russia’s invasion and the need for millions of people to leave their homes for safety in Ukraine and abroad. Fraudulent labor intermediaries/recruiters may take advantage of the war to exploit at-risk people., Prior to Russia’s invasion in February 2022, the International Organization for Migration (IOM) Mission in Ukraine[1] estimated that more than 300,000 Ukrainians had suffered from human trafficking since 1991. An estimated 46,000 Ukrainians were trafficked during 2019-2021; 29,000 abroad and 17,000 in Ukraine., OUR PROGRAMMING To fight this form of modern-day slavery, USAID is working in partnership with the IOM, the Government of Ukraine, and local civil society organizations (CSOs) to counter trafficking in persons. USAID’s Countering Trafficking in Persons (CTIP) Activity, implemented by the IOM, works with key stakeholders to increase their capacity to identify, assist, advocate for, and raise awareness about victims of trafficking (VOTs)., Advocacy: USAID, IOM, and our civil society partners are working closely with the Ministry of Social Policy and National Social Service of Ukraine to provide expert analysis and input into Ukraine’s Law on Counter-Trafficking in Persons, the National CTIP Referral Mechanism, and the draft State CTIP Program for 2021-2025. USAID’s partners are actively engaged in advocacy to ensure that policies, regulations, and legislation adhere to the CTIP principles of prevention, protection, and partnership., Awareness Raising: USAID’s partners raise awareness about the risks of trafficking through creative and innovative campaigns at the grassroots and national levels, using peer-to-peer approaches, art, and media. In recent years, USAID-supported outreach efforts have reached an annual audience of more than 15 million Ukrainians. In 2021, the EVEN YOU large-scale national information campaign used metro station billboards to reach an additional 80,000 people with trafficking prevention messages., Prevention: Responding to the prevalence of young adult victims, USAID’s trafficking prevention efforts focus on outreach to younger audiences. USAID continues supporting targeted prevention projects among vulnerable Ukrainians, reaching more than 34,000 people in 17 oblasts with information about safe migration and employment., USAID continues to support a toll-free National Counter-Trafficking and Migrant Advice Hotline 527, which provides advice and referrals to more than 22,000 callers annually. Following Russia’s invasion of Ukraine, the hotline played a critical role providing thousands of Ukrainians each week with information about safe migration., Capacity Building: USAID works in 12 regions of Ukraine to build local capacity to implement Ukraine’s National Referral Mechanism. This assistance has helped more than 6,000 representatives of local governments, CSOs, and other stakeholders to learn to identify, refer, and assist VOTs. USAID also supports the 31-member strong Ukrainian NGO Coalition against Human Trafficking to empower it to advocate for improved prevention, prosecution, and protection of VOTs., Reintegration: Since 2004, USAID has assisted more than 6,000 VOTs to reintegrate into their communities and economies. In 2021, USAID directly supported 658 VOTs (of them 203 women and 455 men) with psychological and legal assistance, family support, education, vocational training, and income-generating equipment. Since 2006, almost 600 VOTs have taken advantage of self-employment and micro-enterprise opportunities offered by the CTIP activity. USAID also supports the operation of the Medical Rehabilitation Centre for trafficking survivors, which is a unique facility in Ukraine providing free-of-charge medical and psychological consultations to VOTs and addressing their complex health issues in a safe and confidential manner., Partnerships: New public-private partnerships fostered by IOM strengthened CTIP efforts in the country, empowering former VOTs to start their own businesses and access networking opportunities. USAID bolsters pilot activities focusing on community development and support to returning migrants as a means of targeted prevention at the community level. The main objective of this activity is to support newly amalgamated communities (NACs) formed in the framework of Ukraine’s robust decentralization reforms through hands-on, community-driven development projects aimed at socio-economic revitalization. A total of six NACs received support to build or renovate socially oriented infrastructure such as kindergarten, youth development centers, and community hubs that provide local residents with high-quality services., [1] https://ukraine.iom.int/sites/g/files/tmzbdl1861/files/documents/omnibus_survey_results_eng.pdf",https://reliefweb.int/report/ukraine/trafficking-persons-enuk
Doctor Describes Toll of Attack on Hospital in Southern Ukraine,News and Press Release,HRW,"Health
Safety and Security",19 Dec 2022,"“The Hospital Was My Home. Now It is in Ruins”, Kseniya Kvitka
Assistant Researcher, On November 22, missiles hit the maternity ward of the Vilniansk district’s central hospital, in the Zaporizka region of southern Ukraine., Along with nurses, administrative assistants, and other personnel, two doctors were on duty that night: 37-year-old emergency room resident Andriy Kozin and an intensive care unit doctor. Both were injured., Andriy was in the maternity ward staff room when he heard the first missile hit at around 2 a.m. “The explosion was so loud that it shook the windows,” he told me., Andriy was about to call and check on his family when a second missile hit. When the blast wave hit him, he immediately felt intense heat all over his body., “I was buried under rubble. My arms, legs, my head were all pressed down, so I couldn’t move. The dust around my body was still hot, so I could feel my burns even more. If one can imagine hell, this was what it would feel like,” he said., It took emergency workers almost two hours to extract Andriy from the ruins of what had been a two-story wing of the hospital buildings. He shouted as loud as he could to let rescuers know where he was., Ukrainian authorities stated that Russian forces launched an S-300 type surface-to-air missile during this attack. While under the rubble, Andriy could smell the odor of fuel., More than 50 patients were also in the hospital when the missiles struck. Mariia Kamianetska and her 2-day-old son, Serhii, were patients in the maternity ward. Media reported that rescue workers evacuated Mariia through the window but that the attack killed Serhii, making him one of the youngest casualties of this war., Today, Andriy is still in the hospital. He sustained burns to 37 percent of his body, among other injuries. He said he wakes up every night at 2 a.m. and relives the attack., In nearly 10 months of war, attacks have hit many other hospitals in Ukraine, including a maternity hospital in Mariupol in March. Since February 24, the World Health Organization reported more than 715 attacks on health care, killing and injuring more than 229 people., Despite the risks of war, healthcare workers like Andriy are there for their patients. Attacks on healthcare institutions jeopardize vital, timely and quality services, endangering patients’ lives and health. All attacks on healthcare personnel, patients, and healthcare facilities should stop and their protected status should be respected.",https://reliefweb.int/report/ukraine/doctor-describes-toll-attack-hospital-southern-ukraine
UNICEF supports Ukraine Ministry of Social Policy and Ukrainian Railways holiday season campaign for war-affected children and vulnerable families,News and Press Release,UNICEF,"Coordination
Education
Health",19 Dec 2022,"KYIV, 19 December 2022 – As families in Ukraine mark St. Nicholas Day, UNICEF is stepping up support through new initiatives and activities, ensuring vulnerable children and families across the country receive financial, educational, and moral support over the holiday period., UNICEF is working with the Ministry of Social Policy to provide a total of US$102 million of additional cash assistance to 123,000 vulnerable families in Ukraine, including families with four or more children and families that have a child with a disability, benefitting nearly half a million people, including children., UNICEF is also supporting a Ukraine Ministry of Social Policy and Ukrzaliznytsia – the Ukrainian Railway - initiative this holiday season to ensure educational entertainment gifts reach war-affected children in eastern Ukraine, particularly children in newly accessible areas such as Kharkiv and Kherson. UNICEF has contributed some 30,000 UNICEF schoolbags and stationery kits towards this initiative, supporting the education and mental health of children., “The holiday season has brought little cheer for families in Ukraine, but we hope that, by providing some of the most vulnerable families with critical cash assistance and education supplies, we can bring a little hope to parents and children in the midst of an especially difficult winter,” said UNICEF Ukraine Representative Murat Sahin., As winter deepens and attacks on energy infrastructure leave electricity and heating in short supply, most families are struggling to stay warm. To provide families with access to warm spaces across Ukraine, UNICEF runs over 140 ‘Spilno’ – Ukrainian for ‘Together’ - spots that provide a warm child-friendly space for children to play, receive psychosocial support, and connect with peers, while also providing medical checks for children and referrals for other social services., “At a time when families look back at the experiences of the year past and ahead to the new year, providing this small sense of normalcy and hope for the future, amid the most uncertain times, is critical,” said Sahin. “As we have done throughout 2022, UNICEF will do everything we can to support Ukraine’s children and families as we move into a new year.”, UNICEF launched the humanitarian cash transfer programme on 31 March 2022 with the Ministry of Social Policy to help address the needs of families with children in Ukraine, who are among the most vulnerable to the impacts of the war. As of 30 November 2022, a total of 196,435 families in Ukraine have received a total of US$191 million of cash assistance., UNICEF continues to work with the Ministry of Social Policy to ensure the efficient and timely distribution of cash assistance to the most vulnerable families in Ukraine. UNICEF’s cash assistance programme is funded by the United Nations Central Emergency Response Fund, the European Union, the Governments of Bulgaria, Germany, Italy, Spain, Sweden, and the United Kingdom, and UNICEF’s flexible humanitarian resources., #####, Media contacts, Damian Rance
UNICEF Ukraine
Tel: +380 50 344 4564
Email: drance@unicef.org, Joe English
UNICEF New York
Tel: +1 917 893 0692
Email: jenglish@unicef.org",https://reliefweb.int/report/ukraine/unicef-supports-ukraine-ministry-social-policy-and-ukrainian-railways-holiday-season-campaign-war-affected-children-and-vulnerable-families
Ukraine: Civilian casualties as of 24:00 18 December 2022 [EN/RU/UK],News and Press Release,OHCHR,"Mine Action
Protection and Human Rights",19 Dec 2022,"Date: 19 December 2022, From 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 18 December 2022, the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 17,595 civilian casualties in the country: 6,826 killed and 10,769 injured. This included:, Most of the civilian casualties recorded were caused by the use of explosive weapons with wide area effects, including shelling from heavy artillery, multiple launch rocket systems, missiles and air strikes., OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol (Donetsk region), Izium (Kharkiv region), Lysychansk, Popasna, and Sievierodonetsk (Luhansk region), where there are allegations of numerous civilian casualties., Civilian casualties from 1 to 18 December 2022 (individual cases verified by OHCHR), From 1 to 18 December 2022, OHCHR recorded 462 civilian casualties:, This included:, Per type of weapon/incident:",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-18-december-2022-enruuk
