title,type,source,theme,date,body,link
Black Sea Grain Initiative Joint Coordination Centre Factsheet (12 September 2022),News and Press Release,OCHA,"Food and Nutrition
Logistics and Telecommunications",13 Sep 2022,"Black Sea Grain Initiative, The Initiative was launched by the Russian Federation, Türkiye, Ukraine, and the United Nations on 22 July 2022 to enable the resumption of exports from Ukraine of grain, other foodstuffs, and fertilizer, including ammonia, through a safe maritime humanitarian corridor from three key Ukrainian ports, Chornomorsk, Odesa and Yuzhny/Pivdennyi, in the Black Sea to the rest of the world. The Initiative is based on the International Convention for the Safety of Life at Sea, 1974, as amended, (SOLAS) and the International Ship and Port Facility Security Code (ISPS Code). The Joint Coordination Centre (JCC) was established under the Initiative in Istanbul and comprises senior representatives from the Russian Federation, Türkiye, Ukraine, and the United Nations., Vessel Movements, ▪ As of noon on 12 September, 2.7 million metric tons of grain and other foodstuffs were moved from the three Ukrainian ports. So far, 53% of the cargo was corn, 23% wheat, 12% sunflower products, 6% barley, 5% rapeseed, 1% soya beans, with other products making up the remainder., ▪ Destinations: 28% to low and lower-middle income1 countries: Egypt (10%), Iran and India (5%), Sudan and Kenya (2%), and Djibouti, Lebanon, Somalia, and Yemen (1%); 27% to upper-middle income countries: Türkiye (19%), China (8%), and Bulgaria (<1%); and 44% to high-income countries: Spain (13%), The Netherlands (8%), Italy (7%), Republic of Korea (5%), Romania (4%), Germany (2%), and France, Greece, Ireland and Israel (1%). Destinations indicated are based on information received at the JCC and may change based on commercial activity. Grains that reach a destination may go through processing and be transshipped to other countries. Detailed movement reports can be found here: https://www.un.org/en/black-sea-graininitiative/vessel-movements, ▪ On 2 September, the FAO announced that world food prices dipped for the fifth month in a row. The FAO Cereal Price Index decreased by 1.4% from August, a drop driven by a 5.1% decline in international wheat prices reflecting improved production prospects in North America and the Russian Federation as well as the resumption of exports from the Black Sea ports in Ukraine., ▪ Since 1 August, the JCC has enabled the safe movement of 122 voyages from Ukraine and 144 voyages to Ukraine. As part of its responsibilities, the JCC has been closely monitoring the inbound and outbound movement of vessels through the maritime humanitarian corridor in the Black Sea. On several occasions, it has observed vessels deviating from the corridor and it has responded appropriately by contacting captains and advising them to follow the coordinates. In some cases, the JCC made formal contact in writing when the same vessels deviated several times. The JCC is also providing pre-transit briefs to inbound captains during the inspection process in Istanbul. The JCC continues to assess and review the procedures put in place to ensure the safe passage of vessels through the maritime humanitarian corridor. On 25 August the JCC revised the Maritime Humanitarian Corridor and issued fresh procedures., ▪ A first UN World Food Programme-chartered vessel, BRAVE COMMANDER (IMO 9136931), docked in Djibouti on 30 August to support the drought response in the Horn of Africa. A second WFP-chartered vessel, KARTERIA (IMO 9236092) loaded with 37,500 metric tons of wheat sailed on 30 August and docked in Türkiye on 3 September, where the wheat will be milled to flour and shipped to Yemen in two different vessels. This flour will then be loaded onto a different ship that will head to Yemen to support World Food Programme’s humanitarian response there. A third WFP-chartered vessel, IKARIA ANGEL (IMO 9194397) is en route to Chornomorsk, where it will load 30,000 metric tons of wheat destined for Djibouti, further supporting humanitarian efforts in the Horn of Africa.",https://reliefweb.int/report/ukraine/black-sea-grain-initiative-joint-coordination-centre-factsheet-12-september-2022
Update 102 - IAEA Director General Statement on Situation in Ukraine (13 Sep 2022),News and Press Release,IAEA,Disaster Management,13 Sep 2022,"Ukrainian engineers have made further headway in repairing vital power infrastructure in the vicinity of the Zaporizhzhya Nuclear Power Plant (ZNPP), providing the plant with renewed access to a third back-up power line, the International Atomic Energy Agency (IAEA) was informed at the site today., The 150 kilovolt (kV) back-up line was made available to the ZNPP again after the repair of an electrical switchyard at a nearby thermal power plant, a few days after it was damaged by shelling that also plunged the city of Enerhodar into darkness., This means that all three back-up power lines to the ZNPP – Europe’s largest nuclear power plant – have been restored over the past few days. One of them, a 750/330 kilovolt (kV) line, is now providing the ZNPP with the external electricity it needs for cooling and other essential safety functions. The 330 kV and the 150 kV lines are being held in reserve. All the ZNPP’s six reactors are in a cold shutdown state, but they still require power to maintain necessary safety functions., As a result of the repair of the switchyard, some people in Enerhodar – which suffered a complete blackout last week – are again receiving electricity. While the thermal power plant is not operating, its switchyard can be used to access electricity from the Ukrainian network., Despite these developments related to the plant’s power situation, Director General Rafael Mariano Grossi again stressed that the nuclear safety and security situation at the plant – held by Russian forces but operated by Ukrainian staff in the middle of a war zone – remained precarious. While there has been no shelling at or near the ZNPP in recent days, it was still occurring in the wider area, he said. The ZNPP’s four main external power lines are all down and it is not currently providing electricity to households, factories and others., To help stabilise the situation, the Director General has initiated consultations with the relevant parties aimed at the urgent establishment of a nuclear safety and security protection zone at the ZNPP. Earlier this month, he established a continuous IAEA presence at the ZNPP after leading a team of experts to the site., Separately today, as part of continuing IAEA-led support for nuclear safety and security in Ukraine, Director General Grossi said a second major assistance shipment had arrived in the country, including radiation monitoring and personal protective equipment provided by Hungary, Romania and Spain., The delivery to Ukraine’s Rivne and South Ukraine Nuclear Power Plants, as well as the country’s regulator and its state emergency service, was organized through the IAEA’s Response and Assistance Network (RANET), where countries can register their capabilities for support in areas ranging from radiation dose assessments and decontamination to nuclear installation assessment and advice, radioactive source search and recovery, and much else. It follows an earlier shipment of equipment to Ukraine in July.",https://reliefweb.int/report/ukraine/update-102-iaea-director-general-statement-situation-ukraine-13-sep-2022
Ukraine Education Cluster Dashboard (as of 7 September 2022),Infographic,Education Cluster,"Coordination
Education",9 Sep 2022,"The Education Cluster in Ukarine is comprised of members including, UN, INGOs, NGOs, Red Cross and Red Crescent Society and government agencies operating across the country. The Cluster strives to ensure access to safe, equitable and quality education for children and youth affected by the crisis in Ukraine and works to stregthen the capacity of the education system and communities to deliver a timely, coordinated and evidence-based education response.",https://reliefweb.int/report/ukraine/ukraine-education-cluster-dashboard-7-september-2022
Ukraine Education Cluster Dashboard (as of 7 September 2022),Infographic,UNICEF,"Coordination
Education",9 Sep 2022,"The Education Cluster in Ukarine is comprised of members including, UN, INGOs, NGOs, Red Cross and Red Crescent Society and government agencies operating across the country. The Cluster strives to ensure access to safe, equitable and quality education for children and youth affected by the crisis in Ukraine and works to stregthen the capacity of the education system and communities to deliver a timely, coordinated and evidence-based education response.",https://reliefweb.int/report/ukraine/ukraine-education-cluster-dashboard-7-september-2022
"Ukraine Logistics Cluster: Coordination Meeting Minutes, 7 September 2022",Other,Logistics Cluster,"Coordination
Logistics and Telecommunications",7 Sep 2022,"AGENDA, 1.Logistics Cluster Update, 2.Inter-Agency Convoys, 3.Border Crossing Points, 4.Warehouse Capacity Mapping, 5.AOB",https://reliefweb.int/report/ukraine/ukraine-logistics-cluster-coordination-meeting-minutes-7-september-2022
"Ukraine Logistics Cluster: Coordination Meeting Minutes, 7 September 2022",Other,WFP,"Coordination
Logistics and Telecommunications",7 Sep 2022,"AGENDA, 1.Logistics Cluster Update, 2.Inter-Agency Convoys, 3.Border Crossing Points, 4.Warehouse Capacity Mapping, 5.AOB",https://reliefweb.int/report/ukraine/ukraine-logistics-cluster-coordination-meeting-minutes-7-september-2022
Sweden donates COVID-19 vaccines to Ukraine,News and Press Release,Govt. Sweden,"Contributions
Health",13 Sep 2022,"The Swedish Government has today decided to donate more than 500 000 doses of the Pfizer/BioNTech COVID-19 vaccine to Ukraine., Sweden’s donation is in response to a request from Ukraine last week for half a million doses. Ukraine will thus be one of the first countries in the world outside the EU to receive the new, updated vaccine., Increased access to vaccines around the world saves lives, reduces the risk of mutations and is needed to end the pandemic. Sweden is one of the countries in the world, in terms of population, that has contributed most to global vaccine availability., Press contact, Nadja Yusuf Press Secretary to the Minister for International Development Cooperation Matilda Ernkrans Phone (switchboard) +46 8 405 10 00 Mobile + 46 73 085 00 49",https://reliefweb.int/report/ukraine/sweden-donates-covid-19-vaccines-ukraine
Ukraine Focus on Food: Staple Starches - July 2022,News and Press Release,REACH,"Agriculture
Food and Nutrition",31 Jul 2022,"Price monitoring of staple starches, Since February 2022, grains have become more expensive across the board. Bread, wheat flour, buckwheat and rice are staple food items and feature in the Joint Market Monitoring Initiative (JMMI) basket (a subset of the Minimum Expenditure Basket maintained by the SSSU)., Buckwheat and rice in particular have experienced dramatic price hikes., In 2021, Ukraine sourced most of its buckwheat from Russia, followed by Kazakhstan and Belarus. Prices of this staple grain have soared since GoU banned Russian imports in March. As for rice, most imports came from India, China, Pakistan and Thailand through Black Sea ports in 2021, which, following the escalation of hostilities earlier this year, were entirely blocked until 1 August 2022. The domestic rice production that does exist is located in the conflictaffected oblasts of Odesa and Kherson. Being principally imported commodities, price inflation of buckwheat and rice is a direct result of deteriorated relations with trading partners (namely Russia and Belarus) and barriers to import.",https://reliefweb.int/report/ukraine/ukraine-focus-food-staple-starches-july-2022
"Ukraine: FAO Humanitarian response update, 12 September 2022",Situation Report,FAO,"Agriculture
Food and Nutrition",12 Sep 2022,"• According to the Ministry of Agrarian Policy and Food (MAPF), Ukraine exported only 330 000 tonnes of grain in March, 970 000 tonnes in April, 1.7 million tonnes in May, 2.17 million tonnes in June and 2.66 million tonnes in July. Before the war, Ukraine exported 6 million tonnes of grain monthly through its seaports., • As of 23 August 2022, the estimated number of internally displaced persons (IDPs) within Ukraine has increased to 6.9 million. This increase of 330 000 IDPs from last month’s figure is largely fueled by new displacements in the east and south of Ukraine. Cash remains the most pressing need for 60 percent of IDPs., • The revised Rapid Response Plan (RRP) of the Food and Agriculture Organization of the United Nations (FAO) requires USD 115.4 million to assist 979 320 people in rural areas through December 2022., • To address the grain storage crisis, FAO has developed a Grain Storage Support Strategy (GSSS), requiring an additional USD 65 million, as an extension of the RRP, to deploy 4.07 million tonnes of storage capacity in Ukraine – 25 percent of the estimated overall need.
In addition, the strategy will strengthen government capacity for food commodity testing and certifications necessary for export at border facilities., • To date, FAO has raised USD 73.6 million against the total of USD 180.4 million under the RRP and GSSS, leaving a gap of USD 106.8 million, which are urgently needed to support vulnerable households and increase agricultural production in rural areas., • FAO continues to work on the ground in Ukraine with a team of over 95 members, including technical and operational personnel deployed to support the scale‑up.",https://reliefweb.int/report/ukraine/ukraine-fao-humanitarian-response-update-12-september-2022
Ukraine Humanitarian Contact List 2022,Interactive,OCHA,Coordination,13 Sep 2022,,https://reliefweb.int/report/ukraine/ukraine-humanitarian-contact-list-2022
Ukraine Assessment Mapping as of 13 September 2022,Interactive,OCHA,Coordination,13 Sep 2022,,https://reliefweb.int/report/ukraine/ukraine-assessment-mapping-13-september-2022
"”My new school will have the best bomb shelter”: Children are getting back to learning, while dealing with the daily reality of war [EN/UK]",News and Press Release,UNICEF,"Education
Protection and Human Rights",13 Sep 2022,"War has destroyed much of nine-year-old Diana’s neighborhood in the Saltivka area of Kharkiv, eastern Ukraine. Every apartment building in her complex is damaged., “When the war started I thought it was thunder,” she recalls. “There was light in the distance and it turned out that it was [missiles]. We all ran into the basement to hide there during the first couple of days""., The war has destroyed or damaged an estimated 10 per cent of Ukraine’s schools over the past six months, Diana’s school is one of them., Across the country, unabated attacks have left children sleeping and studying in basements, bomb shelters, underground stations and temporary accommodation., As the new school term gets underway, UNICEF is working in partnership with the Government of Ukraine, determined to get every child back to learning safely., Diana’s school was reduced to ruins by the fighting, so she is attending online in the meantime. She longs for the building to reopen., Seven-year-old Davyd is from Kramatorsk. The family had been at the train station enquiring about evacuation. Later that day, 52 people were killed in an attack there., “Every time the air raid sirens sound, Davyd gets scared and cries,” says his grandmother. “So I always try to be nearby to comfort him whenever that happens.”, The youngster misses the school and friends he left behind in Kramatorsk., ""I want to go to school and meet many new friends,” says Davyd. “I like to study maths, writing and reading. I like to play during the break and I like the after-school activities.”, At the height of violence in the village of Olyzarivka, on the outskirts of Kyiv, 13-year-old Nazar and his mother, Alina, would pore over textbooks together in their basement, to the sound of shelling and bombing above., Denys, 8, and his younger sister are from Kherson in the south of Ukraine, on the Dnipro River, where they liked to swim., During the fighting, their mother was caught in the crossfire and detained. After her release, they fled. “Denys was begging me to take his toys,” says Nadiya., “He likes his teacher and misses her,” she continues. “He would ask me, ‘Mommy, when can I go back to school?’”, This September, Denys started at a new school in Lviv, repeating his first grade so he can catch up on the fundamentals. “I like school because we can play there,” he says, happily. “When I grow up, I want to become a policeman because they have nice cars, and they protect the shops from being robbed.”, Mariia, 12, lives in her home city of Kharkiv. “My school was hit about a month ago, in July,” she says, sadly. “I don’t know why they bombed it. I thought COVID was bad, but this has been the worst time of my life.”, Over time, Mariia has found strength in adversity – and hopes to help others find the same. “Since I was not spending time with my friends because all of them were gone and I didn’t go to school, I could continue my self-development in other ways,” she says. “I started a gratitude journal and started meditating. I started getting interested in psychology even more, and I realized who I want to be in the future and what I need for that.”, “I like to talk to people to learn about them and I want to help with their mental illness or difficulties,” she continues., “I like my school because of the teachers, who respect and love us and try to teach us a lot,” says Mariia. “I prefer studying at school because I have friends there, and I enjoy seeing them and chatting with them.”, Nazar, 12, is from Zaporizhzhia, in southeastern Ukraine., When they fled the fighting, Nazar’s mother, who worked in an orphanage back home, helped to evacuate 100 children from the city., ""In my free time, I like learning about programming,” says Nazar, who is has also started starting an online school programme this September. “When I grow up, I want to work in IT and do programming because programmers earn a lot of money and it's very interesting. I want to create my own company that will be creating video games.”, In Lviv, Nazar met his new friend, Karyna, 10., Karyna and her mother fled their home city of Myrnohrad at the beginning of August. She and Nazar love to play Jenga and games in a nearby park., “Last year, I went to school just half of the time because of COVID-19 and the war.”, “I miss my classmates,” Karyna continues. “Many of my friends left for different cities and countries. I want to go back to see my friends and play and be able to sit at the same desk as them.”, When Sofiia, 13, and her family fled attacks in Irpin, they only narrowly escaped, navigating a maze of destroyed buildings and bridges just before the people who were left in the city became trapped by fighting., “The past six months were difficult for me,” says Sofiia. “I was thinking about the war all the time. But I was doing my best to cope with it. I did not go to school.”, Now the family has returned home. “I was really frightened at first, but then I saw all the people starting to live their lives like normal again and I had hope for our future,” says her sister Lyudmyla, 16., “My favorite subject is history,” says Sofiia. “I think I'm going to choose a job that will help me to interact with a lot of people, maybe a journalist or a news presenter. I'll need to study a lot for that, maybe I'll need to improve my English skills. I hope that in 20 years I'll have my own place, will be doing a job that I like and will live my life the way I want.”, “I really want the war to be over,” she sighs. “I want it to be peaceful, so we can have a good life.”, Ukraine’s children urgently need safety, stability, access to safe learning, child protection services , and psychosocial support. But more than anything, Ukraine’s children need peace.",https://reliefweb.int/report/ukraine/my-new-school-will-have-best-bomb-shelter-children-are-getting-back-learning-while-dealing-daily-reality-war-enuk
"Ukraine: As Ukraine retakes territory from Russia, securing evidence of alleged war crimes is crucial",News and Press Release,Amnesty,Protection and Human Rights,12 Sep 2022,"Reacting to new evidence of alleged war crimes committed by Russian forces following military advances by Ukrainian forces retaking control of Russia-occupied territories, Marie Struthers, Amnesty International’s Director for Eastern Europe and Central Asia, said:, “As Ukraine regains control of land occupied by Russian forces, it must prioritize securing evidence of their alleged war crimes. Gathering such evidence is extremely resource-intensive, and so we are calling on the international community to provide resources that will assist Ukraine’s efforts. All ongoing and future trials over alleged war crimes must meet fair trial standards.”, “In what appears to be a response to Ukraine’s military gains, Russia has launched attacks that caused significant damage to critical civilian infrastructure, including a power plant strike that led to power and water outages and disrupted civilian activities. We remind Russia that deliberate targeting of civilian infrastructure may amount to war crimes. These strikes must be investigated with a view to ensuring that anyone suspected of criminal responsibility is brought to justice.”, Background, In recent days, Ukrainian forces have reportedly regained control of over 3,000 square kilometres of territory previously occupied by Russia, including Izyum and Kupiansk, two key towns in Kharkiv oblast., As Russian forces retreat, evidence of alleged war crimes committed by them and Russia-backed armed groups is emerging in the form of testimonies, video footage and photographs., On 10 September, Ukrainian law enforcement agencies reported that police officers had exhumed the bodies of two men allegedly tortured and killed by Russian forces in Hrakove village, Kharkiv oblast, in March., On 11 and 12 September, Russian military strikes damaged critical energy infrastructure, resulting in major disruptions to electricity and water supplies as well as train services.",https://reliefweb.int/report/ukraine/ukraine-ukraine-retakes-territory-russia-securing-evidence-alleged-war-crimes-crucial
The enormous mental health needs for displaced people in Ukraine [EN/UK],News and Press Release,MSF,Health,13 Sep 2022,"Voices from the Field, The war in Ukraine has continued to rage for over six months, causing millions of people to flee their homes in a desperate attempt to escape death and injuries. Many people have lost their family members and are traumatised by the war – either physically and/or emotionally., Mental health needs are enormous and addressing them is a priority for our teams. Below are testimonies from our patients who have been directly impacted by the fighting and whose stories illustrate the devastation caused by the war., Yevhenia is from a village in the Kherson region, now under Russian military control. She now lives in a centre for displaced people in the Dnipropetrovsk region., “When the Russian soldiers came to our yard, we were in the basement. They told us to come outside, checked our documents and then sent us back to the basement. Then they moved into our house and started living there., When the Ukrainian soldiers entered our village, they asked if anyone wanted to leave. On the same day, we went to Kryvyi Rih. We have friends here who sheltered us, there were 14 people living in their house, including us., “Later on we asked for a place to stay at the displacement shelter; we had been sleeping on the floor at our friends' house, and my husband was recovering from surgery., He had been shot in the back when we were still at home. After being shot, he stayed in the basement for a month and a half without treatment or medicine – we had nothing. Everything was destroyed., On 3 April we found out that my son had died. They told us that his body was in a morgue in Kryvyi Rih and now we have buried him., We are recovering, but we can’t forget what we went through. We have no home now, it was destroyed. But we still want to return and rebuild our village. We thank this city for sheltering us. But home is home.”, Alla was displaced from her village in the Kherson region after the war began., When the war began, Kherson was taken under Russian military control. After several attempts, Alla finally escaped from Kherson, and now lives in a displaced people's centre in the Dnipropetrovsk region., “There was shelling every minute, every second – day and night. Every missile was a roll of the dice, they hit places randomly and people died. I knew so many people who died, including my friend., My mother and I used to shelter in the basement. But the basement is so deep, and my mother is 86… it wasn’t easy. The first time we tried to leave home, we travelled with our neighbours by car but we were turned back at a checkpoint. We were not allowed to leave., “I left my mother at the checkpoint, and went home to get my bicycle so my mother could lean on it while she walked. This made it easier for us to reach another checkpoint, but once again we were turned back., My mother got on the bicycle and I started to wheel her home, but then we met another woman who told us that it was finally possible to pass the checkpoints., It was still so hard to leave home. We didn’t reach the displacement shelter and dormitory until midnight. We’re here now but we still want to go home. Everything is destroyed there, but even if it’s just rubble, it’s still our home.”, Tetiana was displaced from her village in the Kherson region. Now she lives in a displaced people's centre in the Dnipropetrovsk region., “I lived, worked my whole career, and retired in the same village. We were preparing to get older, we wanted to live in comfort., Then, on 27 March, there was shelling and we were forced to leave our home. I didn't want to hide in the basement, because I was afraid that the house would collapse on us., “We have an outhouse that we use as a kitchen in summer. The walls there are thick, and I felt we would be safer there. There was shelling through the night, and we stayed in the outhouse. When morning came, I realised I just couldn't do that anymore, so we decided to travel to Nikopol., We were staying in Nikopol but my husband had to return home to work. I decided to go with him., It was Easter when our house was destroyed. Our friends told us to come and stay in their house… but as soon as we got there, the shelling began., We stayed there for several days, after that I could not do it anymore. My husband stayed in the village, and I arrived in the city of Kryvyi Rih on 19 July., My granddaughter is seven years old. She talks about building new things to comfort me. When we ask what her greatest wish is, she says, ‘I want to have my own home.’”",https://reliefweb.int/report/ukraine/enormous-mental-health-needs-displaced-people-ukraine-enuk
"Situation at Zaporizhzhya Nuclear Power Plant ‘Untenable,’ Protection Zone Needed, IAEA’s Grossi tells Board",News and Press Release,IAEA,Disaster Management,12 Sep 2022,"In his opening address to the IAEA’s Board of Governors today, IAEA Director General Rafael Mariano Grossi reiterated his call for the establishment of a nuclear safety and security protection zone at Zaporizhzhya Nuclear Power Plant in Ukraine., Mr Grossi described the precarious situation at the plant caused by weeks of shelling in the area that has damaged vital power infrastructure and prompted operators to put the last reactor into shutdown., He told the 35-member Board: “This situation is untenable, and we are playing with fire. We cannot continue this situation where we are one step away from a nuclear accident. The safety of Zaporizhzhya Nuclear Power Plant is hanging by a thread.” Initial consultations with Ukraine and Russia to establish a protection zone have begun, he added., At the end of August, Mr Grossi led the IAEA Support and Assistance Mission to Ukraine’s Zaporizhzhya Nuclear Power Plant (ISAMZ). The mission established a continuous IAEA presence at the site to help ensure nuclear safety and security; it also allowed inspectors to complete vital safeguards activities. Mr Grossi said that, based on the evaluation of all safeguards relevant information available to the IAEA, the Agency had found no indication that would give rise to a proliferation concern., Verification and monitoring, Since 23 February 2021, the Agency’s verification and monitoring of the Islamic Republic of Iran’s nuclear-related commitments under the JCPOA have been seriously affected by Iran’s decision to stop the implementation of those commitments, including its commitments under the Additional Protocol. In the Director General’s report on verification and monitoring in Iran, he highlighted that in the event of a full resumption of Iran’s implementation of its nuclear-related commitments under the JCPOA, the Agency would need to address the gap in its knowledge of what took place while its surveillance and monitoring equipment was not in operation., With regard to the NPT Safeguards Agreement with the Islamic Republic of Iran, Mr Grossi said: “Unless and until Iran provides technically credible explanations of [the] presence of uranium particles of anthropogenic origin at three undeclared locations, we are not going to be able to confirm… the completeness and the correctness of their declarations.”, Mr Grossi said that he hoped the Agency would be able to re-engage appropriately with Iran, “so that we can continue this indispensable work for international peace and security and for Iran to continue with its peaceful nuclear activities.”, The IAEA continues to monitor the nuclear programme of the Democratic People’s Republic of Korea (DPRK), Mr Grossi told the Board, expressing concern about activities indicating the reopening of its nuclear test site. He said that the continuation of the DPRK’s nuclear programme was a violation of relevant UN Security Council resolutions., AUKUS discussion, Mr Grossi presented a report to the Board on IAEA safeguards in relation to AUKUS. Under AUKUS, the United States and the United Kingdom have agreed to assist Australia in acquiring nuclear-powered submarines. He explained the report served as an informative summary of the Agency’s activities thus far. Mr Grossi emphasized the Agency will have its verification and non-proliferation mandate as its guiding principle., Nuclear safety and security Mr Grossi highlighted some of the latest developments in nuclear safety and security, including the Seventh Review Meeting of the Joint Convention on the Safety of Spent Fuel Management and on the Safety of Radioactive Waste Management (Joint Convention) which the IAEA hosted earlier this year. The Joint Convention, which has been in force since 2001 and is under the auspices of the IAEA, is the only international legally binding instrument addressing the safety of spent fuel and radioactive waste management on a global scale., The Agency has also made progress in the safety review of Japan’s plans and activities related to the discharge of the treated water from the Fukushima Daiichi Nuclear Power Station, he said, highlighting that the IAEA will provide technical assistance before, during and after the discharge of the treated water. The IAEA Task Force set up to undertake the review has released a first report on safety of the planned water discharge, and a second report on regulatory aspects. A third report is expected to be released later this year and will provide a comprehensive overview of the IAEA’s planned activities to corroborate relevant radiological data under its broader safety review., Nuclear solutions for global challenges, The IAEA continues to assist countries in addressing some of their most pressing development challenges by assisting with the expansion in their capacity to use nuclear science and technology. To date, more than 900 participants from over 95 Member States have been trained through Zoonotic Disease Integrated Action’s (ZODIAC) virtual interregional training courses, and the first ZODIAC fellows from Indonesia, Senegal and Tunisia have completed their training on whole-genome sequencing at the Seibersdorf laboratories. The laboratories the IAEA has been equipping under ZODIAC will be instrumental in better understanding and responding to such diseases. Recently Mr Grossi discussed with Tedros Adhanom Ghebreyesus, Director-General of the World Health Organization, the two organizations’ extensive collaboration including with regard to the increasing threat of zoonotic disease outbreaks affecting people across the world., Helping countries adapt to climate change and ensure a secure supply of food and water, is an important area of the IAEA’s work thanks to game-changing solutions offered by nuclear science and technology. Last week, Mr Grossi met with Qu Dongyu, Director General of the Food and Agriculture Organization (FAO) of the United Nations, in Rome, where they discussed how to further strengthen their cooperation, in particular in the area of food security, he said., In relation to the energy and climate crisis, the IAEA together with the United States, will host the International Ministerial Conference on Nuclear Power in the 21st Century, in Washington DC, from 26 to 28 October. It will offer a forum for government leaders, industry representatives, policy makers and experts from around the world to discuss the key challenges and opportunities nuclear power presents in the context of energy security and climate change. Mr Grossi encouraged all Member States to take part in this unique event., Following the Ministerial Conference, the UN Climate Change Conference, COP27, will take place in Egypt. There, the IAEA will build on its achievements at last year’s COP by highlighting the key role of nuclear science and technology in supporting climate change mitigation and adaptation, Mr Grossi said., The Board of Governors is meeting at the IAEA’s headquarters in Vienna from 12-16 September.",https://reliefweb.int/report/ukraine/situation-zaporizhzhya-nuclear-power-plant-untenable-protection-zone-needed-iaeas-grossi-tells-board
"Ukraine: Most urgent needs according to the site managers, 31/08/2022",Map,CCCM Cluster,"Food and Nutrition
Shelter and Non-Food Items
Water Sanitation Hygiene",31 Aug 2022,,https://reliefweb.int/map/ukraine/ukraine-most-urgent-needs-according-site-managers-31082022
"Ukraine: Most urgent needs according to the site managers, 31/08/2022",Map,UNHCR,"Food and Nutrition
Shelter and Non-Food Items
Water Sanitation Hygiene",31 Aug 2022,,https://reliefweb.int/map/ukraine/ukraine-most-urgent-needs-according-site-managers-31082022
"Ukraine: Proportion of sites that reported receiving humanitarian assistance during the July round of CSM, 30/07/2022 [EN/UK]",Map,CCCM Cluster,"Food and Nutrition
Health
Shelter and Non-Food Items",31 Aug 2022,,https://reliefweb.int/map/ukraine/ukraine-proportion-sites-reported-receiving-humanitarian-assistance-during-july-round-csm-30072022-enuk
"Ukraine: Proportion of sites that reported receiving humanitarian assistance during the July round of CSM, 30/07/2022 [EN/UK]",Map,UNHCR,"Food and Nutrition
Health
Shelter and Non-Food Items",31 Aug 2022,,https://reliefweb.int/map/ukraine/ukraine-proportion-sites-reported-receiving-humanitarian-assistance-during-july-round-csm-30072022-enuk
Denmark contributes $3.6 million to protect women's and girls' health and rights in Ukraine and Moldova,News and Press Release,UNFPA,"Contributions
Health
Protection and Human Rights",12 Sep 2022,"UNITED NATIONS, New York - The Government of Denmark has contributed 25 million Danish Krone (US$3.6 million) to UNFPA, the United Nations sexual and reproductive health agency, for its humanitarian response in Ukraine and Moldova. The funding will enable UNFPA to continue prioritizing the reproductive health and protection needs of women and girls affected by the war in Ukraine., As the conflict enters its seventh month, UNFPA remains dedicated to upholding the rights of women and girls whose lives have been upended by the war. The vast majority of people who have fled the country are women and children, who urgently need health and protection assistance. In the last six months, UNFPA has reached over 6 million people with humanitarian assistance in Ukraine and neighbouring countries, including through the provision of more than 95 tons of sexual and reproductive health medicines and supplies distributed across Ukraine and Moldova, and the delivery of 25,000 dignity kits., Denmark’s contribution will help support UNFPA’s humanitarian response to ensure safe births, reproductive health, and address gender-based violence and mental trauma among women and young people. With more than 530 attacks on health facilities in Ukraine, reported by WHO as of 12 September, pregnant women are being forced to leave war-torn areas and traveling to other regions of the country to seek help, where staff and supplies are increasingly scarce. UNFPA will scale up its sexual and reproductive health services and increase access to medical assistance for women and girls, particularly in conflict-ridden and hard-to-reach areas., UNFPA is also scaling up and strengthening its mental health support , especially for women, girls and young people who have lost relatives, homes, education and career opportunities. UNFPA is running integrated psychosocial programmes to help improve the mental health and well-being of young people affected by the war. In Moldova, UNFPA-supported “Orange Safe Spaces” and mobile teams are offering immediate support and counseling to women and girls, and serve as an entry point for services and referrals for gender-based violence and reproductive health., “This new contribution from Denmark will go a long way in assisting women and girls who are lacking access to quality reproductive health and protection services as a result of the war,” said Florence Bauer, UNFPA Regional Director for Eastern Europe and Central Asia. “This will allow UNFPA to continue prioritizing the unique needs of women and girls in the midst of conflict.”, The war in Ukraine is having a devastating impact on the lives of women and girls, in Ukraine, and around the world. UNFPA requires flexible resources to meet the needs of women and girls and to safeguard their rights and choices. In 2021, Denmark was the sixth-highest core contributor to UNFPA. The country has been a longstanding partner in support of UNFPA’s humanitarian action to end gender-based violence and protect sexual and reproductive health and rights., “More than 6 months of war have taken a dramatic toll on the people of Ukraine,” said Mr. Flemming Møller Mortensen, Minister for Development Cooperation and Minister for Nordic Cooperation of Denmark. “Denmark supports UNFPA in prioritizing the protection and reproductive health needs of women and young people affected by the war.”",https://reliefweb.int/report/ukraine/denmark-contributes-36-million-protect-womens-and-girls-health-and-rights-ukraine-and-moldova
