title,type,source,theme,date,body,link
"HCT Strategy on Centrality of Protection in Humanitarian Action in Ukraine, May to December 2022",Manual and Guideline,UNCT Ukraine,"Mine Action
Protection and Human Rights",9 Jun 2022,"CONTEXT AND RATIONALE, The humanitarian context in Ukraine is unique amongst today’s crises. The launch in February 2022 by the Russian Federation of a full-scale military invasion, which has followed eight years of armed conflict in eastern Ukraine, has already affected millions of Ukrainians, many of them civilians, displaced millions of peoples, caused civilian deaths and injuries, and damage to civilian buildings, including hospitals, schools, and homes. The current situation remains directly tied to the impact of prolonged military operations, predominantly happening into urban environment where intense hostilities have been conducted with a critical lack of distinction between civilian and military objectives resulting into a wide impact on civilian casualties and exacerbating human suffering, separation of communities, internal displacement, damage on infrastructure, high levels of landmine and unexploded ordnance-contamination.
The nature of this crisis fundamentally challenges compliance and respect with International Humanitarian and Human Rights Law as well as normative principles related to the protection of civilians. The ongoing armed violence in Eastern Ukraine and rapidly deteriorating security environment in civilian living space is putting hundreds of thousands of people’s lives at risk. The international armed conflict between the Federation of Russia and Ukraine must be governed by International Humanitarian Law, including the Geneva Conventions and Additional Protocol I, which apply to all parties to the armed conflict, obligating them to always distinguish between civilians and combatants, and to take precautions to protect civilians and other non-combatants from the hazards of war.
A series of worrying developments has increased the level of humanitarian needs in Ukraine. Of particular concern are:, Full-scale military operation in eastern Ukraine with excessive impact and threats to the physical security of civilians involving cluster munitions and the disproportionate use of explosive weapons in urban environment, including internationally banned weapons., Interference by the parties to the conflict of access to humanitarian assistance and limiting access to food, medicine, education, and adequate housing., The limited measures taken by the parties to the conflict in avoiding the recurrence of breaches of their obligations to prevent violations of the rights and unnecessary harm on civilians in accordance with the letter and the spirit of IHL and IHRL., The security constraints in areas directly affected by the conflict and in areas outside of Government control, combined with bureaucratic impediments on the delivery of humanitarian assistance to affected populations., The lack or limited knowledge by the parties to the conflict, local authorities and relief providers about the nature and operating principles for humanitarian action context, which require a clear distinction from military action., The need to ensure a human rights-based approach in the provision of support to the Government of Ukraine in its efforts to assist affected populations and promote humanitarian principles with national counterparts for delivery of assistance to affected peoples., The scale of displacement, dynamic and underscoring complex protection issues to which humanitarian assistance to Internally Displaced Peoples must address their most urgent needs and identify opportunities for long-term durable solutions., Against this backdrop, the HCT Protection Strategy Working Group has developed this Protection Strategy to support the humanitarian response. It will strategically leverage the resources of the HCT to establish a system to address protection within assistance delivery, promote legal norms, advocacy, confidential representations, and humanitarian diplomacy to ensure a coherent protection approach that addresses the causes and consequences of violations and abuses of International Humanitarian Law and International Human Rights Law, including those contain in the Convention of the rights of the child and its protocols. The HCT’s Protection Strategy takes stocks of the previous HCT Protection Strategic framework (2019 – 2021) that already captured some of those existing challenges, to allow the HCT, protection partners and other duty bearers to 1) strengthen evidence based advocacy support on the most critical protection risks, 2) promote accountability for obligations under international humanitarian law and international human rights law with the parties to the conflict and other humanitarian duty bearers, and 3) ensure that all collective actions assisting conflict affected peoples, including Internally Displaced Peoples and those remaining to address immediate and longer-term protection needs.",https://reliefweb.int/report/ukraine/hct-strategy-centrality-protection-humanitarian-action-ukraine-may-december-2022
Russian war crimes in Ukraine: EU supports the International Criminal Court investigation with €7.25 million,News and Press Release,EC,"Contributions
Protection and Human Rights",8 Jun 2022,"Today, the European Commission has launched a new project, under its Foreign Policy Instrument, to support the investigation capacities of the International Criminal Court (ICC) with €7.25 million. This project, which was first announced by HRVP in Kyiv, is part of the EU's efforts to fight impunity for international crimes globally. In particular, it will help the ICC to scale up its investigation capacity to respond to the ongoing investigations into war crimes committed by Russia in Ukraine., High Representative/Vice-President of the European Commission, Josep Borrell, stated: “There can be no impunity for the crimes committed under Russian occupation. The International Criminal Court's investigations are crucial to ensure accountability and justice for the heinous crimes committed in Ukraine.”, Commissioner for Justice, Didier Reynders, said: “One thing is clear: a global response is necessary to ensure that those responsible for the atrocities committed in Ukraine are brought to justice. We are closely cooperating with the International Criminal Court to make sure that there is no impunity for the perpetrators of war crimes.”, The EU supports the investigation launched by the ICC Prosecutor. On 25 April, Eurojust and ICC agreed to join forces and for the Court to participate in the EU's Joint Investigation Team. The information on possible war crimes and crimes against humanity is currently being collected to enable investigation and adjudication by relevant actors in the futureto ensure that those responsible for war crimes and other atrocities are held accountable., This crisis response measure will provide targeted support to the Office of the Prosecutor of the ICC to further scale up the Office's data storage and processing infrastructure and to build up additional analytical and forensic capacity for new types of evidence, including digital., Background, The European Union is committed to make Russian decision-makers accountable for the gross violations of international law and international humanitarian law in Ukraine. Following reports of the atrocities committed in Bucha, in Ukraine, President von der Leyen spoke with Ukrainian President Volodymyr Zelenskyy, agreeing to ensure a close cooperation. President von der Leyen tasked Commissioner for Justice, Didier Reynders, to follow-up and support the coordination of the EU efforts to investigate war crimes and crimes against humanity committed in Ukraine., In this context, it is crucial to ensure safe storage of evidence outside Ukraine as well as to support the investigations and prosecutions by various European and international judicial authorities. The Commission proposed to amend the Eurojust Regulation to give the Agency the legal possibility to preserve and share evidence on war crimes. The proposal was agreed by the European Parliament and the Council on 19 May., The European Union Advisory Mission (EUAM) that was already in Ukraine before the war, will help the Ukrainian Prosecutor General in providing training and donating equipment to ensure safe investigation and collection of evidence to be presented in front of the International Criminal Court. The EU is also looking into additional ways of supporting the investigation of the ICC., The Ukrainian General Prosecution Office, 13 EU Member States and the Office of the Prosecutor of the International Criminal Court (ICC) have opened investigations on war crimes and crimes against humanity committed in Ukraine. The Ukrainian prosecution office has established a dedicated homepage, requesting citizens to register and document such crimes. An EU Joint Investigation Team (JIT) was set up with Poland, Lithuania and Ukraine, supported by Eurojust and Europol. Eurojust and the International Criminal Court (ICC) agreed on 25 April to join forces and for the Court to participate in the Joint Investigation Team. Recently, Estonia, Latvia and Slovakia became members of the JIT too. Other Member States are expected to join the JIT. The Genocide Network, hosted at Eurojust, has started training sessions for judicial authorities in the Member States and in Ukraine to enhance case building for core international crimes. The EU also stands ready to support the investigations, for instance with expertise such as forensic experts, equipment or training possibilities.",https://reliefweb.int/report/ukraine/russian-war-crimes-ukraine-eu-supports-international-criminal-court-investigation-eu725-million
Ukraine Situation Overview: Kharkivska Oblast - June 2022,Assessment,REACH,"Food and Nutrition
Health
Protection and Human Rights
Shelter and Non-Food Items",7 Jun 2022,"Context and Methodology, Since Russian forces shifted military tactics to focus on the Donbas area in early April 2022, the Ukrainian army has gradually regained territory lost in the early days of the invasion in the immediate vicinity of Kharkiv. While humanitarian partners have been on the ground providing assistance since the first days of the invasion, with access to Kharkiv city and its rural surroundings now improving, a scale up of the response is both required and expected. This brief presents a concise overview and update on displacement trends, the most immediate humanitarian needs, and the key characteristics of the local response currently in place. The aim is to inform partners on primary considerations in regards to setting up or scaling up a response in Kharkiv., The findings presented in this brief are based on 13 Key Informant (KI) Interviews with local actors including civil society organisations, volunteer networks, international NGOs and local authorities, conducted by REACH from 30 May to 3 June. The findings should be considered as indicative only., Summary of Findings, Kharkiv is still not safe for return: frequent shelling and unexploded ordinance still pose a significant risk to life of local communities and volunteers., Some households are returning to their places of habitual residence, and re-opening their businesses, despite safety risks., Priority needs are for medicines and fuel, multi-purpose cash and livelihoods support., Local actors and volunteer networks are best positioned to identify needs and deliver assistance, with international actors and donors providing financial and in-kind support., While effective at delivering food, non-food and hygiene items, local volunteer networks are less equipped to respond to shelter needs in terms of rehabilitation and repair works., The locally-led response by volunteer networks will not be sustainable in the longer term, due to limited funds and human resources., Some KIs reported concerns about the safety of volunteer staff, in particular when utilised by international partners to deliver assistance in areas they have not been traditionally operating in., Security risks remain present and local organisations often lack the capacity to conduct detailed assessments of risks.",https://reliefweb.int/report/ukraine/ukraine-situation-overview-kharkivska-oblast-june-2022
Ukraine: Civilian casualties as of 24:00 7 June 2022 [EN/RU/UK],News and Press Release,OHCHR,Protection and Human Rights,8 Jun 2022,"Date: 8 June 2022, From 4 a.m. on 24 February 2022, when the Russian Federation’s armed attack against Ukraine started, to 24:00 midnight on 7 June 2022 (local time), the Office of the UN High Commissioner for Human Rights (OHCHR) recorded 9,444 civilian casualties in the country: 4,266 killed and 5,178 injured. This included:, a total of 4,266 killed (1,623 men, 1,065 women, 100 girls, and 105 boys, as well as 67 children and 1,306 adults whose sex is yet unknown), a total of 5,178 injured (1,052 men, 721 women, 118 girls, and 148 boys, as well as 170 children and 2,969 adults whose sex is yet unknown)
o In Donetsk and Luhansk regions: 5,412 casualties (2,460 killed and 2,952 injured)
 On Government-controlled territory: 4,614 casualties (2,307 killed and 2,307 injured)
 On territory controlled by Russian affiliated armed groups: 798 casualties (153 killed and 645 injured)
o In other regions of Ukraine (the city of Kyiv, and Cherkasy, Chernihiv, Kharkiv, Kherson, Kyiv, Mykolaiv, Odesa, Sumy, Zaporizhzhia, Dnipropetrovsk, Poltava, Rivne, Vinnytsia and Zhytomyr regions), which were under Government control when casualties occurred: 4,032 casualties (1,806 killed and 2,226 injured), Most of the civilian casualties recorded were caused by the use of explosive weapons with a wide impact area, including shelling from heavy artillery and multiple launch rocket systems, and missile and air strikes., OHCHR believes that the actual figures are considerably higher, as the receipt of information from some locations where intense hostilities have been going on has been delayed and many reports are still pending corroboration. This concerns, for example, Mariupol (Donetsk region), Izium (Kharkiv region), and Popasna (Luhansk region), where there are allegations of numerous civilian casualties., An increase in figures in this update compared with the previous update (as of 24:00 midnight on 6 June 2022 (local time) should not be attributed to civilian casualties that occurred on 7 June only, as during this day OHCHR also corroborated casualties that occurred on previous days. Similarly, not all civilian casualties that were reported on 7 June have been included into the above figures. Some of them are still pending corroboration and if confirmed, will be reported on in future updates.",https://reliefweb.int/report/ukraine/ukraine-civilian-casualties-2400-7-june-2022-enruuk
World Bank Announces Additional $1.49 Billion Financing Support for Ukraine [EN/UK],News and Press Release,World Bank,Peacekeeping and Peacebuilding,7 Jun 2022,"WASHINGTON, June 07, 2022 —The World Bank Board of Executive Directors today approved $1.49 billion of additional financing for Ukraine under the Public Expenditures for Administrative Capacity Endurance in Ukraine Project. This new financing is part of the total support package of over $4 billion that the World Bank is mobilizing, which is up from the earlier estimated $3 billion. Nearly $2 billion of this funding has been disbursed., Funding from this latest project will be used to pay for wages for government and social workers. The project has benefited from financing guarantees from the United Kingdom, the Netherlands, Lithuania, and Latvia; parallel financing from Italy and expected future guarantees, including from Denmark. The project has also been co-financed by contributions to a new Multi-Donor Trust Fund (MDTF) from several countries, including Switzerland., “The World Bank Group is providing continuing support for Ukraine and its people in the face of the ongoing war,” said World Bank Group President David Malpass. “We are working with donor countries to mobilize financial support and leveraging the flexibility of our various financing instruments to help provide Ukrainians with access to health services, education and social protection.”, The World Bank’s portfolio of projects in Ukraine supports improvements in public services that directly benefit ordinary people, in areas such as water supply, sanitation, heating, power, energy efficiency, roads, social protection, education and healthcare., “Maintaining these core services, and the ability of the government to deliver them, is essential to preventing further deterioration in living conditions and poverty in Ukraine beyond the suffering inflicted on the population because of the war,” said World Bank Country Director for Eastern Europe Arup Banerji. “In addition, keeping government capabilities functioning will be the bedrock of any recovery and reconstruction going forward.”, A recent roadmap issued by the World Bank outlines the Bank Group’s initial short-term response and proposed a medium-term, targeted approach encompassing the 15 months from April 2022 to June 2023., Since Ukraine joined the World Bank in 1992, the Bank’s commitments to the country have totaled almost $16 billion in about 90 projects and programs, including the project approved today., PRESS RELEASE NO: 071, Contacts, In Washington
David Theis
+1 (202) 458-8626
dtheis@worldbankgroup.org",https://reliefweb.int/report/ukraine/world-bank-announces-additional-149-billion-financing-support-ukraine-enuk
"Ukraine - Russia’s war on Ukraine (UN, Ukraine government, media) (ECHO Daily Flash of 08 June 2022)",News and Press Release,ECHO,"Food and Nutrition
Health
Protection and Human Rights",8 Jun 2022,"At least five missiles hit two districts in Kyiv on 5 June, for the first time since April., The UN and humanitarian partners have provided vital humanitarian aid to more than 7.8 million people in Ukraine according to UN OCHA. Since 24 February, over 6.5 million people have received food assistance; 2.6 million people health-related support; and, over 1.59 million people cash assistance, of which 1.55 million were assisted by partners co-funded by the EU., EU HR/VP Borrell alerted on 6 June that Russia’s destruction of a grain terminal in Mykolaiv, the second largest grain terminal in Ukraine, is “contributing to the global food crisis.” - On 6 June, Russian officials shut down occupied Mariupol for quarantine over a possible cholera outbreak, with suspected cases monitored since 1 June according to Ukraine’s Health Ministry. People in Mariupol reportedly have to sign up for a queue of at least two days to get drinking water and are forced to work for food, while ""humanitarian aid"" is only given to pensioners., The European Commission is coordinating the delivery of assistance via the EU Civil Protection Mechanism to Ukraine, from all 27 Member States and three Participating States. Over 38,000 tonnes of assistance from these countries and items from the rescEU medical stockpile have been delivered to Ukraine via the UCPM logistic hubs in Poland, Romania and Slovakia.",https://reliefweb.int/report/ukraine/ukraine-russias-war-ukraine-un-ukraine-government-media-echo-daily-flash-08-june-2022
Ukraine: Displaced families welcomed to modular city in Lviv,News and Press Release,Salesians,"Food and Nutrition
Health
Shelter and Non-Food Items",8 Jun 2022,"Salesians to provide food, pastoral care and psychological support, (MissionNewswire) Salesian missionaries have set up a modular city composed of prefabricated buildings designed to temporarily welcome those displaced by war inside of Ukraine. Salesians are calling the city Mariapolis, the city of Mary. The city was set up by the Municipality of Lviv in collaboration with Salesian missionaries and with the support of the Polish government., Mariapolis was inaugurated with a ceremony. A prayer and blessing were led by Father Andriy Bodnar, provincial vicar of the Salesian Vice-Province Mary Help of Christians of Greek Catholic Ukraine. Local pastor Father Orest Fredyna also presided., Fr. Bodnar said, ""We wanted to give the city the name Mariapolis, the city of Mary. Mariupol is extremely close to the heart of every Ukrainian and every person on this planet who desires peace. We wish that people's stay in this modular citadel will be full of hope and that the symbol of this little Mariapolis can become a great prospect for the rebirth of the city Mariupol and all Ukraine."", The container houses, which came as a gift from Poland, are equipped with bunk beds, tables and closets. Some rooms serve as dining rooms and laundry rooms, or house showers and toilets. A playground for children has also been set up on the grounds. Salesians will provide pastoral care and psychological support. They will also provide food for the 350 people housed there thanks to a mobile kitchen donated by Civil Defense in Emilia-Romagna Region and in collaboration with the Salesian VIS., Fr. Bodnar added, ""Many people who have now settled here until recently lived in our communities in Lviv. We prayed together, had deep, but also painful conversations. Salesian staff organized various activities for these children. And we will continue to support these people in this difficult period of our lives."", The state authorities thanked the Salesians. At the inauguration ceremony, Mayor Andriy Sadovyi said, ""Thank you for sharing your warmth and love. We feel that God's grace is present in this citadel. We pray that the Mother of God will take this Mariapolis under her protection."", Salesian missionaries around the globe are working to provide financial and material donations to help people still in Ukraine and refugees in bordering countries. Even Salesians in the poorest countries have stepped up in some way to support the efforts., Sources:, ANS Photo (usage permissions and guidelines must be requested from ANS), ANS -- Ukraine -- Mary watches over displaced: ""Mariapolis"" rises in Lviv, a modular city under Salesian care, Salesian Missions",https://reliefweb.int/report/ukraine/ukraine-displaced-families-welcomed-modular-city-lviv
Ukraine: EU boosts operational support to humanitarian organisations,News and Press Release,ECHO,"Food and Nutrition
Health
Logistics and Telecommunications",8 Jun 2022,"As humanitarian needs continue to rise in Ukraine due to the illegal Russian invasion, the EU is providing direct operational support to aid organisations working inside the country., In this regard, the EU has set-up and fully funded two warehouses in Ukraine, respectively in Vinnytsia and Dnipro, as well as contracting trucking services to get humanitarian aid to those in need. The use of these EU funded humanitarian services is offered free of charge to aid organisations operating in Ukraine, as part of the new European Humanitarian Response Capacity system, currently implemented by Handicap International. France will also co-fund these operations in Ukraine, being the first EU Member State joining the initiative., Commissioner for Crisis Management, Janez Lenarčič, said: “Humanitarian principles are being violated by the ongoing war against Ukraine. While the EU keeps supporting civilians in neighbouring countries who are fleeing from war, we must continue assistance inside Ukraine for those who did not leave, by choice or need. The European Humanitarian Response Capacity initiative provides services to humanitarian partners and EU Member States ensuring a more impactful response.”, EU supported trucking operations in Ukraine started earlier in April this year. Until now, they supported more than 18 EU and local humanitarian partners in delivering over 750 tonnes of humanitarian cargo through 56 consignments. Deliveries managed to get aid to hard-to-reach districts such as the city centre of Kharkiv and Kramatorsk. Humanitarian aid already delivered includes food and essential items, hygiene and medical supplies. The warehouse in Vinnytsia is also equipped with a temperature-controlled facility to ensure the compliance with storage requirements for items such as medicines., Background, The war in Ukraine has already forced more than 6.8 million people to flee to neighbouring countries like Hungary, Moldova, Poland, Romania and Slovakia, the majority of them being women and children. This is the fastest growing refugee crisis in the world., The Commission is working on all fronts to provide emergency assistance to people fleeing from war in Ukraine, helping neighbouring countries to strengthen their response and by providing support inside Ukraine. Despite the heavy fighting that is severely hampering access in eastern Ukraine, EU's humanitarian partners are ensuring that assistance reaches the most vulnerable people even in the restricted areas. Earlier in April, the European Humanitarian Response Capacity (EHRC) rolled out a first operation in aid of Ukraine in Moldova, featuring the set-up of the EU hub in Chisinau and the deployment of shelter supplies funded by the EU., Moreover, all 27 EU Member States, plus Norway, Turkey and North Macedonia have offered in-kind assistance to Ukraine through the largest ever operation of the EU Civil Protection Mechanism (UCPM). It includes amongst others, delivery of medical supplies, mobile hospitals, shelter equipment, ambulances, firefighting equipment, and food. Given the magnitude of needs, the Commission has also mobilised medical equipment from the rescEU medical stockpiles hosted by Germany, the Netherlands, Hungary and Greece., For More Information, Factsheet: European Humanitarian response Capacity (EHRC), Factsheet: Ukraine",https://reliefweb.int/report/ukraine/ukraine-eu-boosts-operational-support-humanitarian-organisations
WFP collaborating with Uber to facilitate aid delivery in war-stricken Ukraine,News and Press Release,WFP,"Contributions
Logistics and Telecommunications",8 Jun 2022,"ROME: The United Nations World Food Programme (WFP) is working with Uber Technologies Inc, a global mobility and delivery platform, to transport emergency assistance to people in need in urban areas across Ukraine through the use of a custom-built version of Uber’s platform., With larger vehicles facing issues reaching those in need in built-up areas, collaboration with Uber allows WFP to better coordinate, dispatch and track a fleet of smaller vehicles delivering relief items from warehouses to people in need in densely populated areas of Ukraine., Through this platform, WFP can get its food closer to those people needing its support, dispatching deliveries in various sizes of vehicle, tracking each trip to its destination, and confirming deliveries have been made safely., Through this collaboration, WFP has already delivered food from its warehouse in Dnipro to other parts of the city, ready for distribution. Further deliveries are also ongoing in other parts of the country, including Lviv, Vinnytsia, Kyiv and Chernivtsi. The progress of deliveries can be tracked in real-time through the platform., “WFP is playing a critical role in providing food and cash assistance to those most affected by the war in Ukraine. This technology helps WFP facilitate its response and improves how we serve communities in Ukraine that rely on us,” said Matthew Hollingworth, WFP’s Emergency Coordinator in Ukraine. “It enhances our access to Ukrainian businesses within Uber’s network, making our operations more efficient while also harnessing local capacities.”, “Uber is thrilled to be working with WFP to help them more efficiently distribute emergency food relief across Ukraine, by providing free access to a customised version of the Uber platform,” said Dara Khosrowshahi, CEO, Uber. “Using our technology, WFP can now schedule, dispatch, track, and manage deliveries by a network of cars and small vans to final distribution points within a 100km radius of WFP warehouses across the country.”, This work is in addition to a US$250,000 donation made by Uber to World Food Program USA to support the emergency response in Ukraine. “We thank Uber for helping us deliver critical humanitarian assistance in Ukraine. Private sector collaborations like this are critical in helping us deploy innovative, custom solutions to address complex challenges,” said Barron Segar, President and CEO of World Food Program USA., WFP has rapidly scaled up its operations in and around Ukraine over the past three months. By the end of June, WFP will be providing food and cash to more than 3 million people per month in the country., # # #, **About WFP: **The United Nations World Food Programme is the world’s largest humanitarian organization, saving lives in emergencies and using food assistance to build a pathway to peace, stability and prosperity for people recovering from conflict, disasters and the impact of climate change., Follow us on Twitter @wfp_media, **About Uber: **Uber’s mission is to create opportunity through movement. We started in 2010 to solve a simple problem: how do you get access to a ride at the touch of a button? More than 30 billion trips later, we're building products to get people closer to where they want to be. By changing how people, food, and things move through cities, Uber is a platform that opens up the world to new possibilities., Follow us on Twitter @uber, CONTACT, WFP (email address: firstname.lastname@wfp.org), Isheeta Sumra, WFP/ Rome,
Mob. +39 3471814398, Tomson Phiri, WFP/ Geneva,
Mob. +41 79 842 8057, Steve Taravella, WFP/ Washington,
Mob. +1 202 770 5993, Nina Valente, WFP/ London,
Mob. +44 (0)796 8008 474, Uber, Caspar Nixon, Uber / London. +447731558233",https://reliefweb.int/report/ukraine/wfp-collaborating-uber-facilitate-aid-delivery-war-stricken-ukraine
Additional Support for Emergency Economic Recovery to Ukraine,News and Press Release,Govt. Japan,"Contributions
Recovery and Reconstruction",7 Jun 2022,"On June 7, Ms. SUZUKI Takako, State Minister for Foreign Affairs, and H. E. Mr. Sergiy KORSUNSKY, Ambassador Extraordinary and Plenipotentiary of Ukraine, signed and exchanged notes concerning of additional financial support of 65 billion yen for ""Emergency Economic Reconstruction Development Policy Loan"" (signed and exchanged : April 28, 2022, up to 13 billion yen) in Tokyo., 1. Outline, (1) This program is to provide additional financial support as a parallel financing with the International Bank for Reconstruction and Development, to meet short-term financial demand of the Government of Ukraine which is facing an economic crisis due to the effects of the Russia’s aggression, and to support promoting various institutional reforms in the economic field., This additional financial support corresponds Prime Minister KISHIDA Fumio’s announcements which are ""Increase financial support already announced 100 million dollars to 300 million dollars"" at the summit video conference on the situation in Ukraine on April 19, 2022 held at the request of President Biden of the United States of America, and the “Double financial support from 300 million dollars to 600 million dollars” at press conference on May 19, 2022., (2) Conditions, i. Additional financial support : 65 billion yen (after addition : up to 78 billion yen), ii. Interest rate : 1.0% per annum, iii. Repayment period : 30 years (including a 10-year grace period), iv. Procurement terms : General untied, 2. The Government of Japan will continue to provide support for and stand by the people of Ukraine who are facing hardship, in collaboration with the international community, including the G7 members., [Reference], Ukraine covers an area of approximately 603,700 square kilometers (roughly 1.6 times the area of Japan), and has a population of 44.135 million people (World Bank, 2020) and a gross national income (GNI) per capita of 3,540 U.S. dollars (World Bank, 2020).",https://reliefweb.int/report/ukraine/additional-support-emergency-economic-recovery-ukraine
"War in Ukraine: situation report from WHO Ukraine country office. Issue No.9, 8 June 2022",Situation Report,WHO,"Coordination
Health",8 Jun 2022,"HIGHLIGHTS, WHO is committed to being in Ukraine both now and in the longer term – addressing immediate health challenges and supporting reconstruction of the heath system. We are redeploying teams throughout the country as access and security improves. Health-mental and physical- must be at the centre of Ukraine’s recovery and reconstruction plans. Dr Jarno Habicht, WHO Representative in Ukraine, As of 3 June, 500 Ukrainian patients have been transferred to various hospitals in the European Union (EU) as part of the system for medical transfers under the EU Civil Protection Mechanism. This includes patients with chronic illnesses or injured due to the conflict. Countries that hosted patients included Belgium, Denmark, France, Germany, Ireland, Italy, Luxembourg, the Netherlands, Norway, Portugal, Romania, Spain, and Sweden. For more information, click here., The World Health Assembly is an opportunity for countries to determine the health priorities to guide WHO’s work. As expected, the war in Ukraine was widely discussed at the event. Following a request from the Special Session of the WHO Regional Committee for Europe on the health impact of the war in Ukraine, the Director-General presented a report concerning the health situation in Ukraine and surrounding countries and the actions taken, after which Member States expressed their views on this subject. For more information, click here.",https://reliefweb.int/report/ukraine/war-ukraine-situation-report-who-ukraine-country-office-issue-no9-8-june-2022
Celebrating the power of partnership: Rotary International and ShelterBox announce three-year partnership renewal,News and Press Release,Shelter Cluster,Shelter and Non-Food Items,7 Jun 2022,"Rotary International and the disaster relief charity, ShelterBox, have announced a three-year partnership renewal that will help the charity support more people, in more places, in more ways., ShelterBox was first adopted as a millennium project by the Rotary Club of Helston-Lizard, forming a special humanitarian alliance that since 2000 has helped make a tangible difference to the lives of people around the world, raise awareness and funds. Based in Cornwall, ShelterBox provides emergency shelter and other essential items to people who have lost their homes to conflict and disaster., With growing collaboration with Rotary members and clubs across the globe, ShelterBox became Rotary’s official project partner in disaster relief in 2012. This has helped transform it into an internationally recognised disaster relief charity, together supporting more families when they need it most., The official partnership has been renewed for another three years. The agreement is being announced today at the annual Rotary International Convention, this year hosted in the USA, where ShelterBox chief executive Sanj Srikanthan will give a keynote speech to more than 10,000 Rotary members., Sanj Srikanthan, Chief Executive at ShelterBox, said: “Rotary has been beside us on our journey from day one and we are reminded of the significance of the partnership each time we mobilise., “What began as a local connection with one Cornish Rotary Club has led to an extraordinary international movement that has provided emergency shelter to millions of people around the world., “Rotary members are involved in ShelterBox as volunteers, staff or response team members. Our responses can stretch us logistically and often it’s the Rotary network that help us navigate the import challenges that delay our lifesaving aid or provide us with warehousing space while we wait to distribute shelter kits., “Rotary members also help ShelterBox response teams make vital community contacts and reach disaster-affected families in remote areas who might otherwise go without.”, Most recently, in addition to their own significant response to the Ukraine crisis, Rotary members have been supporting ShelterBox’s relief effort. Using their networks in Poland, Moldova and Ukraine, Rotary members have been providing invaluable situational awareness and connections enabling ShelterBox to provide aid to those in need., The charity is providing mattresses to people in collective centres; tarpaulins, rope, tools, and other essentials to help people living in damaged buildings; in addition to supporting women and children fleeing into Moldova., The Rotary partnership often gives ShelterBox the flexibility and scale to respond in fast changing emergencies, including in the Philippines after Typhoon Rai made landfall in December 2021., The Philippines is ravaged so often by tropical storms that ShelterBox has adapted the way it works – pre-positioning aid in the country with a team on the ground ready to go when the next disaster strikes. With the help of the Rotary Club of Cebu, ShelterBox provided emergency shelter aid to 100,000 people in the aftermath of the super typhoon., ShelterBox has a global network of 14 affiliates, who raise funds and awareness worldwide, that evolved from Rotary relationships., Rotary International General Secretary and CEO John Hewko said: “Rotary is a global network whose members make a lasting difference in their communities – and worldwide. We are people of action, which is why our disaster relief partnership extends far beyond financial support., “Rotary clubs worldwide offer valuable, practical assistance to help ShelterBox reach more families fleeing disaster or conflict., “In Haiti last year, the Rotary Club of Les Cayes provided situational updates and helped ShelterBox understand local context so they could start work sooner., “In Honduras, the Rotary Club of San Pedro Sula, helped to find the communities where ShelterBox could make the biggest difference following Hurricanes Iota and Eta. They unloaded shipping containers, travelled to remote communities to distribute aid, and delivered shelter training., “Rotary and ShelterBox will continue to collaborate, better supporting communities in need by improving preparedness, and prepositioning aid in areas prone to disaster.”, The renewal of the partnership comes at a decisive time against the backdrop of Covid and the impact it’s had on communities worldwide. It’s a crisis that will be dwarfed by the impact of a changing climate in the years ahead, with ShelterBox research highlighting how 167 million homes could be lost to climate change in the next 20 years. Flooding will be a leading cause of weather-related disaster, warming oceans will bring heavier rain to places that can’t cope with it, and other parts of the world will face ever more deadly droughts like the one East Africa is currently confronting., To better meet the needs of the people who need support, ShelterBox is continuously evolving to find durable solutions. It no longer provides aid only in boxes, instead providing combinations of aid, packaged in a variety of ways to make a tangible difference., A tarpaulin is the difference between a family staying dry in their makeshift home or not. Solar lights help families spend time together when electricity supply is impacted. A mosquito net helps families worry less about their children’s health in areas known to have malaria or dengue fever. Cash empowers local communities to hire skilled labour or buy the materials they need to rebuild their houses., ShelterBox currently has teams working to support communities in Ukraine, Yemen, Burkina Faso, Mozambique, the Philippines, Syria, Cameroon, Ethiopia, Haiti, and Nigeria., To find out more about ShelterBox visit shelterbox.org.",https://reliefweb.int/report/ukraine/celebrating-power-partnership-rotary-international-and-shelterbox-announce-three-year-partnership-renewal
